"_time",host,service,"start_mode",status
"1515877952.236","host_6",wuauserv,Manual,Stopped
"1515878002.514","host_7",wuauserv,Manual,Running
"1515878109.180","host_9",wuauserv,Auto,Running
"1515878572.242","host_11",wuauserv,Auto,Running
"1515879039.919","host_1",wuauserv,Manual,Running
"1515879085.422","host_8",wuauserv,Auto,Running
"1515879566.666","host_15",wuauserv,Manual,Running
"1515879623.186","host_12",wuauserv,Manual,Stopped
"1515879663.138","host_14",wuauserv,Auto,Running
"1515880391.507","host_13",wuauserv,Manual,Stopped
"1515880609.675","host_10",wuauserv,Auto,Running
"1515881361.036","host_2",wuauserv,Manual,Running
"1515881394.191","host_5",wuauserv,Manual,Running
"1515881603.135","host_7",wuauserv,Manual,Running
"1515881710.033","host_9",wuauserv,Auto,Running
"1515881981.355","host_6",wuauserv,Manual,Stopped
"1515882358.521","host_11",wuauserv,Auto,Running
"1515882640.194","host_1",wuauserv,Manual,Running
"1515882686.252","host_8",wuauserv,Auto,Running
"1515883166.907","host_15",wuauserv,Manual,Running
"1515883263.327","host_14",wuauserv,Auto,Running
"1515883640.065","host_12",wuauserv,Manual,Stopped
"1515884220.830","host_13",wuauserv,Manual,Stopped
"1515884917.976","host_10",wuauserv,Auto,Running
"1515884961.277","host_2",wuauserv,Manual,Running
"1515884994.428","host_5",wuauserv,Manual,Running
"1515885203.725","host_7",wuauserv,Manual,Running
"1515885310.661","host_9",wuauserv,Auto,Running
"1515885893.293","host_6",wuauserv,Manual,Stopped
"1515886240.423","host_1",wuauserv,Manual,Running
"1515886286.811","host_8",wuauserv,Auto,Running
"1515886767.319","host_15",wuauserv,Manual,Running
"1515886863.757","host_14",wuauserv,Auto,Running
"1515887288.747","host_11",wuauserv,Auto,Running
"1515888443.660","host_13",wuauserv,Manual,Stopped
"1515888561.908","host_2",wuauserv,Manual,Running
"1515888585.078","host_12",wuauserv,Manual,Stopped
"1515888594.883","host_5",wuauserv,Manual,Running
"1515888804.189","host_7",wuauserv,Manual,Running
"1515888911.326","host_9",wuauserv,Auto,Running
"1515889166.946","host_10",wuauserv,Auto,Running
"1515889679.645","host_6",wuauserv,Manual,Stopped
"1515889840.745","host_1",wuauserv,Manual,Running
"1515889887.110","host_8",wuauserv,Auto,Running
"1515890368.029","host_15",wuauserv,Manual,Running
"1515890464.336","host_14",wuauserv,Auto,Running
"1515892119.201","host_11",wuauserv,Auto,Running
"1515892162.133","host_2",wuauserv,Manual,Running
"1515892195.245","host_5",wuauserv,Manual,Running
"1515892404.575","host_7",wuauserv,Manual,Running
"1515892511.734","host_9",wuauserv,Auto,Running
"1515892656.677","host_13",wuauserv,Manual,Stopped
"1515893441.191","host_1",wuauserv,Manual,Running
"1515893446.308","host_6",wuauserv,Manual,Stopped
"1515893487.514","host_8",wuauserv,Auto,Running
"1515893503.863","host_12",wuauserv,Manual,Stopped
"1515893968.504","host_15",wuauserv,Manual,Running
"1515894064.671","host_14",wuauserv,Auto,Running
"1515894877.902","host_10",wuauserv,Auto,Running
"1515895762.609","host_2",wuauserv,Manual,Running
"1515895795.571","host_5",wuauserv,Manual,Running
"1515896005.071","host_7",wuauserv,Manual,Running
"1515896112.332","host_9",wuauserv,Auto,Running
"1515896463.410","host_13",wuauserv,Manual,Stopped
"1515896536.204","host_3",wuauserv,Manual,Stopped
"1515897041.763","host_1",wuauserv,Manual,Running
"1515897088.062","host_8",wuauserv,Auto,Running
"1515897113.586","host_6",wuauserv,Manual,Running
"1515897527.586","host_12",wuauserv,Manual,Stopped
"1515897569.010","host_15",wuauserv,Manual,Running
"1515897664.894","host_14",wuauserv,Auto,Running
"1515897989.829","host_11",wuauserv,Auto,Running
"1515899167.594","host_10",wuauserv,Auto,Running
"1515899362.845","host_2",wuauserv,Manual,Running
"1515899395.840","host_5",wuauserv,Manual,Running
"1515899605.360","host_7",wuauserv,Manual,Running
"1515899712.886","host_9",wuauserv,Auto,Running
"1515900269.952","host_13",wuauserv,Manual,Stopped
"1515900523.917","host_3",wuauserv,Manual,Running
"1515900641.953","host_1",wuauserv,Manual,Running
"1515900688.565","host_8",wuauserv,Auto,Running
"1515901169.236","host_15",wuauserv,Manual,Running
"1515901265.292","host_14",wuauserv,Auto,Running
"1515901340.455","host_6",wuauserv,Manual,Running
"1515901545.716","host_12",wuauserv,Manual,Stopped
"1515902767.926","host_10",wuauserv,Auto,Running
"1515902963.508","host_2",wuauserv,Manual,Running
"1515902996.342","host_5",wuauserv,Manual,Running
"1515903205.777","host_7",wuauserv,Manual,Running
"1515903313.139","host_9",wuauserv,Auto,Running
"1515904036.353","host_13",wuauserv,Manual,Stopped
"1515904222.630","host_11",wuauserv,Auto,Running
"1515904242.228","host_1",wuauserv,Manual,Running
"1515904288.811","host_8",wuauserv,Auto,Running
"1515904391.201","host_3",wuauserv,Manual,Stopped
"1515904769.820","host_15",wuauserv,Manual,Running
"1515904865.915","host_14",wuauserv,Auto,Running
"1515905146.357","host_12",wuauserv,Manual,Stopped
"1515905246.908","host_6",wuauserv,Manual,Stopped
"1515906564.171","host_2",wuauserv,Manual,Running
"1515906596.782","host_5",wuauserv,Manual,Running
"1515906714.585","host_10",wuauserv,Auto,Running
"1515906806.289","host_7",wuauserv,Manual,Running
"1515906915.179","host_9",wuauserv,Auto,Running
"1515907842.550","host_1",wuauserv,Manual,Running
"1515907889.453","host_8",wuauserv,Auto,Running
"1515908149.123","host_11",wuauserv,Auto,Running
"1515908370.360","host_15",wuauserv,Manual,Running
"1515908466.329","host_14",wuauserv,Auto,Running
"1515908655.555","host_3",wuauserv,Manual,Running
"1515908671.610","host_13",wuauserv,Manual,Stopped
"1515909153.392","host_6",wuauserv,Manual,Running
"1515910164.787","host_2",wuauserv,Manual,Running
"1515910197.269","host_5",wuauserv,Manual,Running
"1515910390.919","host_12",wuauserv,Manual,Stopped
"1515910406.941","host_7",wuauserv,Manual,Running
"1515910515.651","host_9",wuauserv,Auto,Running
"1515910640.932","host_10",wuauserv,Auto,Running
"1515911442.950","host_1",wuauserv,Manual,Running
"1515911489.966","host_8",wuauserv,Auto,Running
"1515911970.616","host_15",wuauserv,Manual,Running
"1515912066.764","host_14",wuauserv,Auto,Running
"1515912479.633","host_3",wuauserv,Manual,Running
"1515912507.450","host_13",wuauserv,Manual,Stopped
"1515913079.458","host_11",wuauserv,Auto,Running
"1515913443.000","host_6",wuauserv,Manual,Running
"1515913765.090","host_2",wuauserv,Manual,Running
"1515913797.552","host_5",wuauserv,Manual,Running
"1515914007.343","host_7",wuauserv,Manual,Running
"1515914115.973","host_9",wuauserv,Auto,Running
"1515914587.373","host_10",wuauserv,Auto,Running
"1515914782.474","host_12",wuauserv,Manual,Stopped
"1515915043.116","host_1",wuauserv,Manual,Running
"1515915116.079","host_8",wuauserv,Auto,Running
"1515915571.029","host_15",wuauserv,Manual,Running
"1515915667.038","host_14",wuauserv,Auto,Running
"1515916514.395","host_3",wuauserv,Manual,Stopped
"1515916714.420","host_13",wuauserv,Manual,Stopped
"1515917111.888","host_6",wuauserv,Manual,Running
"1515917365.659","host_2",wuauserv,Manual,Running
"1515917398.195","host_5",wuauserv,Manual,Running
"1515917608.074","host_7",wuauserv,Manual,Running
"1515917729.429","host_9",wuauserv,Auto,Running
"1515918414.152","host_10",wuauserv,Auto,Running
"1515918645.078","host_1",wuauserv,Manual,Running
"1515918716.982","host_8",wuauserv,Auto,Running
"1515918780.603","host_12",wuauserv,Manual,Stopped
"1515919171.551","host_15",wuauserv,Manual,Running
"1515919267.484","host_14",wuauserv,Auto,Running
"1515920561.454","host_3",wuauserv,Manual,Stopped
"1515920965.869","host_2",wuauserv,Manual,Running
"1515920998.416","host_5",wuauserv,Manual,Running
"1515921208.351","host_7",wuauserv,Manual,Running
"1515921319.193","host_13",wuauserv,Manual,Stopped
"1515921329.922","host_9",wuauserv,Auto,Running
"1515921432.777","host_11",wuauserv,Auto,Running
"1515921483.712","host_6",wuauserv,Manual,Stopped
"1515922245.369","host_1",wuauserv,Manual,Running
"1515922317.375","host_8",wuauserv,Auto,Running
"1515922756.267","host_12",wuauserv,Manual,Running
"1515922771.808","host_15",wuauserv,Manual,Running
"1515922867.841","host_14",wuauserv,Auto,Running
"1515924124.765","host_10",wuauserv,Auto,Running
"1515924566.282","host_2",wuauserv,Manual,Running
"1515924598.825","host_5",wuauserv,Manual,Running
"1515924636.468","host_3",wuauserv,Manual,Running
"1515924808.675","host_7",wuauserv,Manual,Running
"1515924930.488","host_9",wuauserv,Auto,Running
"1515925125.891","host_13",wuauserv,Manual,Stopped
"1515925514.392","host_6",wuauserv,Manual,Stopped
"1515925679.737","host_11",wuauserv,Auto,Running
"1515925845.722","host_1",wuauserv,Manual,Running
"1515925917.575","host_8",wuauserv,Auto,Running
"1515926372.298","host_15",wuauserv,Manual,Running
"1515926468.256","host_14",wuauserv,Auto,Running
"1515927202.714","host_12",wuauserv,Manual,Stopped
"1515928166.741","host_2",wuauserv,Manual,Running
"1515928199.260","host_5",wuauserv,Manual,Running
"1515928409.249","host_7",wuauserv,Manual,Running
"1515928435.233","host_3",wuauserv,Manual,Running
"1515928530.793","host_9",wuauserv,Auto,Running
"1515929446.403","host_1",wuauserv,Manual,Running
"1515929466.458","host_11",wuauserv,Auto,Running
"1515929518.217","host_8",wuauserv,Auto,Running
"1515929581.327","host_6",wuauserv,Manual,Running
"1515929779.979","host_13",wuauserv,Manual,Stopped
"1515929973.524","host_15",wuauserv,Manual,Running
"1515930068.691","host_14",wuauserv,Auto,Running
"1515930155.582","host_10",wuauserv,Auto,Running
"1515930803.215","host_12",wuauserv,Manual,Stopped
"1515931767.027","host_2",wuauserv,Manual,Running
"1515931799.512","host_5",wuauserv,Manual,Running
"1515932009.678","host_7",wuauserv,Manual,Running
"1515932131.047","host_9",wuauserv,Auto,Running
"1515932674.506","host_3",wuauserv,Manual,Stopped
"1515933046.576","host_1",wuauserv,Manual,Running
"1515933118.418","host_8",wuauserv,Auto,Running
"1515933488.014","host_6",wuauserv,Manual,Running
"1515933513.362","host_11",wuauserv,Auto,Running
"1515933574.155","host_15",wuauserv,Manual,Running
"1515933586.537","host_13",wuauserv,Manual,Stopped
"1515933669.216","host_14",wuauserv,Auto,Running
"1515934684.891","host_10",wuauserv,Auto,Running
"1515934809.813","host_12",wuauserv,Manual,Stopped
"1515935367.267","host_2",wuauserv,Manual,Running
"1515935400.359","host_5",wuauserv,Manual,Running
"1515935610.205","host_7",wuauserv,Manual,Running
"1515935731.306","host_9",wuauserv,Auto,Running
"1515936647.007","host_1",wuauserv,Manual,Running
"1515936719.028","host_8",wuauserv,Auto,Running
"1515936850.744","host_3",wuauserv,Manual,Running
"1515937174.693","host_15",wuauserv,Manual,Running
"1515937269.508","host_14",wuauserv,Auto,Running
"1515937274.676","host_6",wuauserv,Manual,Running
"1515937409.469","host_13",wuauserv,Manual,Stopped
"1515937467.246","host_11",wuauserv,Auto,Running
"1515938843.583","host_12",wuauserv,Manual,Running
"1515938967.493","host_2",wuauserv,Manual,Running
"1515939000.689","host_5",wuauserv,Manual,Running
"1515939210.451","host_7",wuauserv,Manual,Running
"1515939234.140","host_10",wuauserv,Auto,Running
"1515939331.684","host_9",wuauserv,Auto,Running
"1515940247.344","host_1",wuauserv,Manual,Running
"1515940319.416","host_8",wuauserv,Auto,Running
"1515940774.948","host_15",wuauserv,Manual,Running
"1515940869.994","host_14",wuauserv,Auto,Running
"1515941067.488","host_11",wuauserv,Auto,Running
"1515941223.242","host_6",wuauserv,Manual,Stopped
"1515941236.168","host_13",wuauserv,Manual,Stopped
"1515941365.504","host_3",wuauserv,Manual,Stopped
"1515942568.109","host_2",wuauserv,Manual,Running
"1515942601.035","host_5",wuauserv,Manual,Running
"1515942810.916","host_7",wuauserv,Manual,Running
"1515942862.415","host_12",wuauserv,Manual,Stopped
"1515942932.678","host_9",wuauserv,Auto,Running
"1515943762.528","host_10",wuauserv,Auto,Running
"1515943847.901","host_1",wuauserv,Manual,Running
"1515943919.840","host_8",wuauserv,Auto,Running
"1515944375.564","host_15",wuauserv,Manual,Running
"1515944470.345","host_14",wuauserv,Auto,Running
"1515945091.520","host_6",wuauserv,Manual,Stopped
"1515945471.170","host_13",wuauserv,Manual,Stopped
"1515945778.129","host_3",wuauserv,Manual,Stopped
"1515946168.865","host_2",wuauserv,Manual,Running
"1515946201.209","host_5",wuauserv,Manual,Running
"1515946411.240","host_7",wuauserv,Manual,Running
"1515946533.009","host_9",wuauserv,Auto,Running
"1515946900.763","host_12",wuauserv,Manual,Stopped
"1515947448.254","host_1",wuauserv,Manual,Running
"1515947488.819","host_10",wuauserv,Auto,Running
"1515947520.290","host_8",wuauserv,Auto,Running
"1515947975.742","host_15",wuauserv,Manual,Running
"1515948070.820","host_14",wuauserv,Auto,Running
"1515948339.493","host_11",wuauserv,Auto,Running
"1515948942.437","host_6",wuauserv,Manual,Running
"1515949327.650","host_13",wuauserv,Manual,Stopped
"1515949769.528","host_2",wuauserv,Manual,Running
"1515949801.337","host_5",wuauserv,Manual,Running
"1515950011.611","host_7",wuauserv,Manual,Running
"1515950133.347","host_9",wuauserv,Auto,Running
"1515950240.711","host_3",wuauserv,Manual,Running
"1515950501.264","host_12",wuauserv,Manual,Stopped
"1515951048.810","host_1",wuauserv,Manual,Running
"1515951120.589","host_8",wuauserv,Auto,Running
"1515951576.030","host_15",wuauserv,Manual,Running
"1515951671.751","host_14",wuauserv,Auto,Running
"1515952831.154","host_6",wuauserv,Manual,Stopped
"1515953114.551","host_13",wuauserv,Manual,Stopped
"1515953369.753","host_2",wuauserv,Manual,Running
"1515953401.714","host_5",wuauserv,Manual,Running
"1515953420.754","host_10",wuauserv,Auto,Running
"1515953612.216","host_7",wuauserv,Manual,Running
"1515953733.756","host_9",wuauserv,Auto,Running
"1515954521.721","host_12",wuauserv,Manual,Stopped
"1515954649.069","host_1",wuauserv,Manual,Running
"1515954656.102","host_3",wuauserv,Manual,Stopped
"1515954720.930","host_8",wuauserv,Auto,Running
"1515955070.646","host_11",wuauserv,Auto,Running
"1515955176.474","host_15",wuauserv,Manual,Running
"1515955272.045","host_14",wuauserv,Auto,Running
"1515956700.173","host_6",wuauserv,Manual,Running
"1515956969.916","host_2",wuauserv,Manual,Running
"1515956976.360","host_13",wuauserv,Manual,Stopped
"1515957002.154","host_5",wuauserv,Manual,Running
"1515957147.373","host_10",wuauserv,Auto,Running
"1515957214.291","host_7",wuauserv,Manual,Running
"1515957334.249","host_9",wuauserv,Auto,Running
"1515958122.121","host_12",wuauserv,Manual,Stopped
"1515958249.860","host_1",wuauserv,Manual,Running
"1515958321.509","host_8",wuauserv,Auto,Running
"1515958733.288","host_3",wuauserv,Manual,Running
"1515958776.730","host_15",wuauserv,Manual,Running
"1515958837.342","host_11",wuauserv,Auto,Running
"1515958872.311","host_14",wuauserv,Auto,Running
"1515960513.931","host_6",wuauserv,Manual,Running
"1515960571.813","host_2",wuauserv,Manual,Running
"1515960602.560","host_5",wuauserv,Manual,Running
"1515960762.922","host_13",wuauserv,Manual,Stopped
"1515960814.803","host_7",wuauserv,Manual,Running
"1515960934.877","host_9",wuauserv,Auto,Running
"1515961334.278","host_10",wuauserv,Auto,Running
"1515961850.495","host_1",wuauserv,Manual,Running
"1515961922.053","host_8",wuauserv,Auto,Running
"1515962148.781","host_12",wuauserv,Manual,Stopped
"1515962377.362","host_15",wuauserv,Manual,Running
"1515962472.711","host_14",wuauserv,Auto,Running
"1515962523.502","host_11",wuauserv,Auto,Running
"1515962737.204","host_3",wuauserv,Manual,Stopped
"1515964172.409","host_2",wuauserv,Manual,Running
"1515964203.062","host_5",wuauserv,Manual,Running
"1515964325.079","host_6",wuauserv,Manual,Running
"1515964415.156","host_7",wuauserv,Manual,Running
"1515964535.215","host_9",wuauserv,Auto,Running
"1515964569.292","host_13",wuauserv,Manual,Stopped
"1515965451.014","host_1",wuauserv,Manual,Running
"1515965522.570","host_8",wuauserv,Auto,Running
"1515965882.011","host_10",wuauserv,Auto,Running
"1515965977.681","host_15",wuauserv,Manual,Running
"1515966073.025","host_14",wuauserv,Auto,Running
"1515966136.887","host_11",wuauserv,Auto,Running
"1515966628.883","host_12",wuauserv,Manual,Stopped
"1515966801.577","host_3",wuauserv,Manual,Running
"1515967772.884","host_2",wuauserv,Manual,Running
"1515967803.565","host_5",wuauserv,Manual,Running
"1515968015.604","host_7",wuauserv,Manual,Running
"1515968135.827","host_9",wuauserv,Auto,Running
"1515968195.076","host_6",wuauserv,Manual,Running
"1515968838.513","host_13",wuauserv,Manual,Stopped
"1515969051.242","host_1",wuauserv,Manual,Running
"1515969122.958","host_8",wuauserv,Auto,Running
"1515969579.484","host_15",wuauserv,Manual,Running
"1515969673.317","host_14",wuauserv,Auto,Running
"1515970410.572","host_10",wuauserv,Auto,Running
"1515970649.669","host_12",wuauserv,Manual,Stopped
"1515970860.621","host_3",wuauserv,Manual,Stopped
"1515971373.672","host_2",wuauserv,Manual,Running
"1515971403.771","host_5",wuauserv,Manual,Running
"1515971615.944","host_7",wuauserv,Manual,Running
"1515971736.383","host_9",wuauserv,Auto,Running
"1515972651.627","host_1",wuauserv,Manual,Running
"1515972664.868","host_13",wuauserv,Manual,Stopped
"1515972723.351","host_8",wuauserv,Auto,Running
"1515972826.447","host_6",wuauserv,Manual,Running
"1515973179.971","host_15",wuauserv,Manual,Running
"1515973273.537","host_14",wuauserv,Auto,Running
"1515974667.798","host_12",wuauserv,Manual,Stopped
"1515974838.359","host_3",wuauserv,Manual,Running
"1515974919.069","host_10",wuauserv,Auto,Running
"1515974973.960","host_2",wuauserv,Manual,Running
"1515975004.367","host_5",wuauserv,Manual,Running
"1515975216.127","host_7",wuauserv,Manual,Running
"1515975336.808","host_9",wuauserv,Auto,Running
"1515976255.058","host_1",wuauserv,Manual,Running
"1515976323.660","host_8",wuauserv,Auto,Running
"1515976496.629","host_13",wuauserv,Manual,Stopped
"1515976780.634","host_15",wuauserv,Manual,Running
"1515976873.755","host_14",wuauserv,Auto,Running
"1515976893.287","host_6",wuauserv,Manual,Stopped
"1515977193.658","host_11",wuauserv,Auto,Running
"1515978268.830","host_12",wuauserv,Manual,Running
"1515978574.185","host_2",wuauserv,Manual,Running
"1515978613.901","host_5",wuauserv,Manual,Running
"1515978792.757","host_3",wuauserv,Manual,Running
"1515978816.748","host_7",wuauserv,Manual,Running
"1515978937.270","host_9",wuauserv,Auto,Running
"1515979855.286","host_1",wuauserv,Manual,Running
"1515979924.162","host_8",wuauserv,Auto,Running
"1515980312.969","host_13",wuauserv,Manual,Stopped
"1515980380.999","host_15",wuauserv,Manual,Running
"1515980473.995","host_14",wuauserv,Auto,Running
"1515980673.762","host_10",wuauserv,Auto,Running
"1515980801.725","host_6",wuauserv,Manual,Stopped
"1515980980.144","host_11",wuauserv,Auto,Running
"1515981869.378","host_12",wuauserv,Manual,Stopped
"1515982174.551","host_2",wuauserv,Manual,Running
"1515982217.842","host_5",wuauserv,Manual,Running
"1515982417.306","host_7",wuauserv,Manual,Running
"1515982537.883","host_9",wuauserv,Auto,Running
"1515982856.161","host_3",wuauserv,Manual,Stopped
"1515983455.483","host_1",wuauserv,Manual,Running
"1515983524.643","host_8",wuauserv,Auto,Running
"1515983981.600","host_15",wuauserv,Manual,Running
"1515984074.440","host_14",wuauserv,Auto,Running
"1515984119.276","host_13",wuauserv,Manual,Stopped
"1515984580.544","host_11",wuauserv,Auto,Running
"1515984731.476","host_6",wuauserv,Manual,Stopped
"1515985775.151","host_2",wuauserv,Manual,Running
"1515985822.860","host_5",wuauserv,Manual,Running
"1515986017.974","host_7",wuauserv,Manual,Running
"1515986138.096","host_9",wuauserv,Auto,Running
"1515986364.218","host_10",wuauserv,Auto,Running
"1515986421.808","host_12",wuauserv,Manual,Stopped
"1515986843.795","host_3",wuauserv,Manual,Stopped
"1515987055.899","host_1",wuauserv,Manual,Running
"1515987124.801","host_8",wuauserv,Auto,Running
"1515987582.340","host_15",wuauserv,Manual,Running
"1515987675.056","host_14",wuauserv,Auto,Running
"1515988088.664","host_13",wuauserv,Manual,Stopped
"1515988187.598","host_11",wuauserv,Auto,Running
"1515988577.898","host_6",wuauserv,Manual,Running
"1515989375.501","host_2",wuauserv,Manual,Running
"1515989423.003","host_5",wuauserv,Manual,Running
"1515989619.516","host_7",wuauserv,Manual,Running
"1515989738.536","host_9",wuauserv,Auto,Running
"1515990589.383","host_12",wuauserv,Manual,Running
"1515990656.064","host_1",wuauserv,Manual,Running
"1515990725.393","host_8",wuauserv,Auto,Running
"1515990854.633","host_3",wuauserv,Manual,Stopped
"1515991182.800","host_15",wuauserv,Manual,Running
"1515991275.363","host_14",wuauserv,Auto,Running
"1515991794.037","host_10",wuauserv,Auto,Running
"1515992052.949","host_13",wuauserv,Manual,Stopped
"1515992181.421","host_6",wuauserv,Manual,Stopped
"1515992975.664","host_2",wuauserv,Manual,Running
"1515993023.235","host_5",wuauserv,Manual,Running
"1515993219.668","host_7",wuauserv,Manual,Running
"1515993339.015","host_9",wuauserv,Auto,Running
"1515994256.542","host_1",wuauserv,Manual,Running
"1515994325.831","host_8",wuauserv,Auto,Running
"1515994783.166","host_15",wuauserv,Manual,Running
"1515994844.283","host_3",wuauserv,Manual,Running
"1515994875.725","host_14",wuauserv,Auto,Running
"1515995161.142","host_12",wuauserv,Manual,Stopped
"1515995394.651","host_10",wuauserv,Auto,Running
"1515995828.056","host_6",wuauserv,Manual,Stopped
"1515995967.176","host_13",wuauserv,Manual,Running
"1515996575.911","host_2",wuauserv,Manual,Running
"1515996630.191","host_5",wuauserv,Manual,Running
"1515996820.134","host_7",wuauserv,Manual,Running
"1515996939.424","host_9",wuauserv,Auto,Running
"1515997604.123","host_11",wuauserv,Auto,Running
"1515997856.971","host_1",wuauserv,Manual,Running
"1515997926.437","host_8",wuauserv,Auto,Running
"1515998383.516","host_15",wuauserv,Manual,Running
"1515998476.012","host_14",wuauserv,Auto,Running
"1515998893.358","host_3",wuauserv,Manual,Stopped
"1515999008.108","host_10",wuauserv,Auto,Running
"1515999173.896","host_12",wuauserv,Manual,Stopped
"1515999454.658","host_6",wuauserv,Manual,Stopped
"1515999893.876","host_13",wuauserv,Manual,Stopped
"1516000176.269","host_2",wuauserv,Manual,Running
"1516000237.569","host_5",wuauserv,Manual,Running
"1516000420.442","host_7",wuauserv,Manual,Running
"1516000539.860","host_9",wuauserv,Auto,Running
"1516001205.148","host_11",wuauserv,Auto,Running
"1516001457.642","host_1",wuauserv,Manual,Running
"1516001533.471","host_8",wuauserv,Auto,Running
"1516001984.163","host_15",wuauserv,Manual,Running
"1516002089.091","host_14",wuauserv,Auto,Running
"1516002614.956","host_10",wuauserv,Auto,Running
"1516003315.063","host_3",wuauserv,Manual,Stopped
"1516003345.923","host_6",wuauserv,Manual,Running
"1516003664.686","host_12",wuauserv,Manual,Running
"1516003776.603","host_2",wuauserv,Manual,Running
"1516003838.009","host_5",wuauserv,Manual,Running
"1516004021.095","host_7",wuauserv,Manual,Running
"1516004153.297","host_9",wuauserv,Auto,Running
"1516004624.573","host_13",wuauserv,Manual,Stopped
"1516004831.470","host_11",wuauserv,Auto,Running
"1516005057.901","host_1",wuauserv,Manual,Running
"1516005133.906","host_8",wuauserv,Auto,Running
"1516005584.492","host_15",wuauserv,Manual,Running
"1516005689.290","host_14",wuauserv,Auto,Running
"1516006215.459","host_10",wuauserv,Auto,Running
"1516007273.987","host_6",wuauserv,Manual,Running
"1516007376.938","host_2",wuauserv,Manual,Running
"1516007439.464","host_5",wuauserv,Manual,Running
"1516007621.656","host_7",wuauserv,Manual,Running
"1516007720.282","host_3",wuauserv,Manual,Running
"1516007741.925","host_12",wuauserv,Manual,Stopped
"1516007753.722","host_9",wuauserv,Auto,Running
"1516008431.807","host_11",wuauserv,Auto,Running
"1516008500.991","host_13",wuauserv,Manual,Running
"1516008658.223","host_1",wuauserv,Manual,Running
"1516008734.501","host_8",wuauserv,Auto,Running
"1516009184.732","host_15",wuauserv,Manual,Running
"1516009289.534","host_14",wuauserv,Auto,Running
"1516010324.720","host_10",wuauserv,Auto,Running
"1516010977.194","host_2",wuauserv,Manual,Running
"1516011045.686","host_5",wuauserv,Manual,Running
"1516011222.933","host_7",wuauserv,Manual,Running
"1516011242.757","host_6",wuauserv,Manual,Stopped
"1516011346.832","host_12",wuauserv,Manual,Stopped
"1516011353.981","host_9",wuauserv,Auto,Running
"1516012058.035","host_11",wuauserv,Auto,Running
"1516012065.872","host_3",wuauserv,Manual,Stopped
"1516012258.607","host_1",wuauserv,Manual,Running
"1516012334.863","host_8",wuauserv,Auto,Running
"1516012469.004","host_13",wuauserv,Manual,Stopped
"1516012785.144","host_15",wuauserv,Manual,Running
"1516012889.850","host_14",wuauserv,Auto,Running
"1516014051.193","host_10",wuauserv,Auto,Running
"1516014577.373","host_2",wuauserv,Manual,Running
"1516014648.720","host_5",wuauserv,Manual,Running
"1516014823.476","host_7",wuauserv,Manual,Running
"1516014954.312","host_9",wuauserv,Auto,Running
"1516015353.211","host_6",wuauserv,Manual,Stopped
"1516015377.836","host_12",wuauserv,Manual,Stopped
"1516015859.223","host_1",wuauserv,Manual,Running
"1516015935.266","host_8",wuauserv,Auto,Running
"1516016243.360","host_3",wuauserv,Manual,Running
"1516016385.776","host_15",wuauserv,Manual,Running
"1516016427.221","host_13",wuauserv,Manual,Stopped
"1516016490.465","host_14",wuauserv,Auto,Running
"1516017697.693","host_10",wuauserv,Auto,Running
"1516018177.848","host_2",wuauserv,Manual,Running
"1516018261.270","host_5",wuauserv,Manual,Running
"1516018423.862","host_7",wuauserv,Manual,Running
"1516018554.915","host_9",wuauserv,Auto,Running
"1516018951.585","host_11",wuauserv,Auto,Running
"1516019003.993","host_12",wuauserv,Manual,Stopped
"1516019283.353","host_6",wuauserv,Manual,Stopped
"1516019459.452","host_1",wuauserv,Manual,Running
"1516019535.924","host_8",wuauserv,Auto,Running
"1516019986.329","host_15",wuauserv,Manual,Running
"1516020090.746","host_14",wuauserv,Auto,Running
"1516020105.113","host_3",wuauserv,Manual,Running
"1516020411.453","host_13",wuauserv,Manual,Stopped
"1516021778.542","host_2",wuauserv,Manual,Running
"1516021863.866","host_5",wuauserv,Manual,Running
"1516022024.234","host_7",wuauserv,Manual,Running
"1516022155.512","host_9",wuauserv,Auto,Running
"1516022206.232","host_10",wuauserv,Auto,Running
"1516022551.938","host_11",wuauserv,Auto,Running
"1516022670.189","host_12",wuauserv,Manual,Stopped
"1516023059.602","host_1",wuauserv,Manual,Running
"1516023136.514","host_8",wuauserv,Auto,Running
"1516023297.616","host_6",wuauserv,Manual,Running
"1516023586.851","host_15",wuauserv,Manual,Running
"1516023691.027","host_14",wuauserv,Auto,Running
"1516024092.606","host_3",wuauserv,Manual,Stopped
"1516024343.730","host_13",wuauserv,Manual,Stopped
"1516025378.767","host_2",wuauserv,Manual,Running
"1516025469.866","host_5",wuauserv,Manual,Running
"1516025624.870","host_7",wuauserv,Manual,Running
"1516025756.021","host_9",wuauserv,Auto,Running
"1516026155.727","host_11",wuauserv,Auto,Running
"1516026435.733","host_10",wuauserv,Auto,Running
"1516026659.861","host_1",wuauserv,Manual,Running
"1516026737.188","host_8",wuauserv,Auto,Running
"1516026786.867","host_12",wuauserv,Manual,Stopped
"1516027070.058","host_6",wuauserv,Manual,Running
"1516027187.404","host_15",wuauserv,Manual,Running
"1516027291.676","host_14",wuauserv,Auto,Running
"1516028155.573","host_3",wuauserv,Manual,Running
"1516028244.968","host_13",wuauserv,Manual,Stopped
"1516028979.436","host_2",wuauserv,Manual,Running
"1516029078.291","host_5",wuauserv,Manual,Running
"1516029225.128","host_7",wuauserv,Manual,Running
"1516029356.680","host_9",wuauserv,Auto,Running
