Image,ParentImage,ParentProcessId,ProcessId,"_time",host,sha1
"C:\Windows\System32\conhost.exe","C:\Windows\System32\csrss.exe",544,4316,"1472062649.000",we8105desk,680DEC0F8907F4B8911FBE2AA5F2FD25425BE0B0
"C:\Windows\System32\sdiagnhost.exe","C:\Windows\System32\svchost.exe",708,5024,"1472062649.000",we8105desk,12683B361013E4758B489DAC923BC7D4EC275CC8
"C:\Windows\System32\svchost.exe","C:\Windows\System32\services.exe",592,3620,"1472062649.000",we8105desk,619652B42AFE5FB0E3719D7AEDA7A5494AB193E8
"C:\Windows\System32\taskhost.exe","C:\Windows\System32\services.exe",592,4940,"1472062649.000",we8105desk,61478D71931FB3E304BC341236AB0DB1D6C26E09
"C:\Windows\System32\VSSVC.exe","C:\Windows\System32\services.exe",592,4884,"1472062649.000",we8105desk,1D6F5A5DE7154B75144C6A033C36FD86FF2BBE9B
"C:\Windows\System32\SearchFilterHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,3516,"1472062649.000",we8105desk,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"C:\Windows\System32\SearchProtocolHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,4708,"1472062649.000",we8105desk,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"C:\Windows\System32\conhost.exe","C:\Windows\System32\csrss.exe",440,2732,"1472062648.000",we8105desk,680DEC0F8907F4B8911FBE2AA5F2FD25425BE0B0
"C:\Windows\System32\mcbuilder.exe","C:\Windows\System32\lpremove.exe",3684,1940,"1472062648.000",we8105desk,E95EDE19617155E39115D4457E37ADACA1AEE75B
"C:\Windows\System32\conhost.exe","C:\Windows\System32\csrss.exe",440,3136,"1472062648.000",we8105desk,680DEC0F8907F4B8911FBE2AA5F2FD25425BE0B0
"C:\Windows\System32\rundll32.exe","C:\Windows\System32\services.exe",592,1876,"1472062648.000",we8105desk,963B55ACC8C566876364716D5AAFA353995812A8
"C:\Windows\System32\rundll32.exe","C:\Windows\System32\services.exe",592,5072,"1472062648.000",we8105desk,963B55ACC8C566876364716D5AAFA353995812A8
"C:\Windows\System32\lpremove.exe","C:\Windows\System32\services.exe",592,3684,"1472062648.000",we8105desk,6BBA8EB7F665954DCCE33E0C0E4810B130E621F6
"C:\Windows\System32\conhost.exe","C:\Windows\System32\sc.exe",2056,1780,"1472062609.000",we1149srv,2C6B753628A3AA138AE52357F76AA4D5617D890E
"C:\Windows\System32\sc.exe","C:\Windows\System32\svchost.exe",724,2056,"1472062609.000",we1149srv,DBBA63CB28FC7F4E145E1DB05BBA9D7503FCA139
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",512,1976,"1472062517.000",we1149srv,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",512,976,"1472062515.000",we1149srv,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"C:\Windows\System32\SearchFilterHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,2228,"1472062247.000",we8105desk,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"C:\Windows\System32\SearchProtocolHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,820,"1472062247.000",we8105desk,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"C:\Windows\System32\svchost.exe","C:\Windows\System32\services.exe",592,4600,"1472062229.000",we8105desk,619652B42AFE5FB0E3719D7AEDA7A5494AB193E8
"C:\Windows\System32\conhost.exe","C:\Windows\System32\csrss.exe",440,2508,"1472062228.000",we8105desk,680DEC0F8907F4B8911FBE2AA5F2FD25425BE0B0
"C:\Windows\System32\conhost.exe","C:\Windows\System32\csrss.exe",440,4668,"1472062228.000",we8105desk,680DEC0F8907F4B8911FBE2AA5F2FD25425BE0B0
"C:\Windows\System32\taskhost.exe","C:\Windows\System32\services.exe",592,4780,"1472062228.000",we8105desk,61478D71931FB3E304BC341236AB0DB1D6C26E09
"C:\Windows\System32\Defrag.exe","C:\Windows\System32\services.exe",592,748,"1472062228.000",we8105desk,8DBF4ECAE1BBAD74C91FA37603353ECFDC47425E
"C:\Windows\System32\aitagent.exe","C:\Windows\System32\services.exe",592,4688,"1472062228.000",we8105desk,394F401FDD0B47AEE24B928785BE2C8F3A38EDBF
"C:\Windows\System32\rundll32.exe","C:\Windows\System32\services.exe",592,4728,"1472062228.000",we8105desk,963B55ACC8C566876364716D5AAFA353995812A8
"C:\Windows\System32\taskhost.exe","C:\Windows\System32\services.exe",592,3152,"1472062028.000",we8105desk,61478D71931FB3E304BC341236AB0DB1D6C26E09
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",708,1368,"1472061966.000",we8105desk,9F5A4796B58D8B104A1C0F5A63DAF0032B947966
"C:\Windows\System32\cmd.exe","C:\Windows\System32\connhost.exe",,,"1472061954.000",we8105desk,EE8CBF12D87C4D388F09B4F69BED2E91682920B5
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",512,3500,"1472061917.000",we1149srv,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",512,2924,"1472061915.000",we1149srv,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"C:\Windows\SysWOW64\dllhost.exe","C:\Windows\System32\svchost.exe",708,4608,"1472061780.000",we8105desk,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"C:\mytools\fgdump.exe","C:\Windows\System32\cmd.exe",,,"1472061729.000",we8105desk,DAFDBAEBE3B8D66DBEFA8D86C5DD7E436892759F
"C:\mytools\fgdump.exe","C:\Windows\System32\cmd.exe",,,"1472061729.000",we8105desk,DAFDBAEBE3B8D66DBEFA8D86C5DD7E436892759F
"C:\mytools\hping.exe","C:\Windows\System32\cmd.exe",,,"1472061548.000",we8105desk,BC8F700316EF635AAF2431A1D3A310D017A2890B
"C:\Windows\System32\at.exe","C:\Windows\System32\cmd.exe",,,"1472061542.000",we8105desk,0959070711D0E87CEAA82213AFF06A7B3ABB1C5D
"C:\mytools\nc.exe","C:\Windows\System32\cmd.exe",,,"1472061539.000",we8105desk,C5E19C02A9A1362C67EA87C1E049CE9056425788
"C:\mytools\console.exe","C:\Windows\System32\cmd.exe",,,"1472061539.000",we8105desk,4D71EC138CC5921F7074D4413DB7CF52A0A56504
"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","C:\Windows\System32\cmd.exe",,,"1472061539.000",we8105desk,4445BC58D64BCE3322F80690AF5405876D01C0AC
"C:\Windows\System32\sc.exe","C:\Windows\System32\cmd.exe",,,"1472061538.000",we8105desk,2F2F92B1394C4842D959E3324CA8FABD4E8A23CA
"C:\Windows\System32\net.exe","C:\Windows\System32\cmd.exe",,,"1472061538.000",we8105desk,9A544E2094273741AA2D3E7EA0AF303AF2B587EA
"C:\Windows\System32\quser.exe","C:\Windows\System32\cmd.exe",,,"1472061537.000",we8105desk,1BEA7DCCB6A64B6E199CAC69498E5F89FC44D176
"C:\Windows\System32\tasklist.exe","C:\Windows\System32\cmd.exe",,,"1472061536.000",we8105desk,430AA43010EEF3CD43ED445777F3D5CCF6BC4C27
"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","C:\Windows\System32\cmd.exe",,,"1472061536.000",we8105desk,4445BC58D64BCE3322F80690AF5405876D01C0AC
"C:\Windows\System32\ipconfig.exe","C:\Windows\System32\cmd.exe",,,"1472061535.000",we8105desk,EA18043FEDAF888F04C07F71F2006F3F479C0B41
"C:\Users\administrator\Roaming\Temp\scvhost.exe","C:\Windows\System32\cmd.exe",,,"1472061535.000",we8105desk,65DF73D77324D008C83C3E57B445DF0FD43A3A51
"C:\mytools\WinMgmtSvc.exe","c:\Windows\System32\services.exe",,,"1472061531.000",we8105desk,B79BFC443444956D427ECE89A4EF9659E09F17C4
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",512,3824,"1472061317.000",we1149srv,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",512,2108,"1472061315.000",we1149srv,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",708,5096,"1472061065.000",we8105desk,9F5A4796B58D8B104A1C0F5A63DAF0032B947966
"C:\Users\administrator\Roaming\Temp\svchost.exe","C:\Windows\System32\cmd.exe",,,"1472061004.000",we8105desk,4B31C8978B08FE1116B44E9F15BD28C337B24CAC
"C:\Windows\System32\cmd.exe","C:\Windows\System32\spoolsv.exe",,,"1472060984.000",we8105desk,EE8CBF12D87C4D388F09B4F69BED2E91682920B5
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",512,972,"1472060717.000",we1149srv,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",512,4056,"1472060715.000",we1149srv,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"C:\Windows\System32\cmd.exe","C:\Windows\System32\services.exe",,,"1472060704.000",we8105desk,EE8CBF12D87C4D388F09B4F69BED2E91682920B5
"C:\Windows\System32\SearchFilterHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,4664,"1472060375.000",we8105desk,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"C:\Windows\System32\SearchProtocolHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,4416,"1472060375.000",we8105desk,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"C:\Windows\System32\SearchFilterHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,3968,"1472060212.000",we8105desk,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"C:\Windows\System32\SearchProtocolHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,4624,"1472060212.000",we8105desk,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",708,5012,"1472060165.000",we8105desk,9F5A4796B58D8B104A1C0F5A63DAF0032B947966
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",512,3988,"1472060117.000",we1149srv,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",512,1292,"1472060115.000",we1149srv,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"C:\Windows\SysWOW64\dllhost.exe","C:\Windows\System32\svchost.exe",708,4772,"1472059723.000",we8105desk,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"C:\Windows\SysWOW64\dllhost.exe","C:\Windows\System32\svchost.exe",708,4700,"1472059641.000",we8105desk,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",512,2628,"1472059517.000",we1149srv,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",512,80,"1472059515.000",we1149srv,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",708,4228,"1472059265.000",we8105desk,9F5A4796B58D8B104A1C0F5A63DAF0032B947966
"C:\Windows\System32\SearchFilterHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,4924,"1472059090.000",we8105desk,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"C:\Windows\System32\SearchProtocolHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,820,"1472059090.000",we8105desk,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"C:\Windows\System32\PING.EXE","C:\Windows\System32\cmd.exe",5016,4140,"1472058929.000",we8105desk,41C4E1E9ABE08B218F5EA60D8AE41A5F523E7534
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",708,164,"1472058929.000",we8105desk,9F5A4796B58D8B104A1C0F5A63DAF0032B947966
"C:\Windows\System32\taskkill.exe","C:\Windows\System32\cmd.exe",5016,1008,"1472058929.000",we8105desk,1F8FAE9060DDB18A3C9134D5619527744D089079
"C:\Windows\System32\conhost.exe","C:\Windows\System32\csrss.exe",544,3844,"1472058929.000",we8105desk,680DEC0F8907F4B8911FBE2AA5F2FD25425BE0B0
"C:\Windows\System32\cmd.exe","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,5016,"1472058929.000",we8105desk,0F3C4FF28F354AEDE202D54E9D1C5529A3BF87D8
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",512,80,"1472058917.000",we1149srv,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",512,2500,"1472058915.000",we1149srv,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"C:\Windows\SysWOW64\dllhost.exe","C:\Windows\System32\svchost.exe",708,4712,"1472058913.000",we8105desk,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"C:\Windows\System32\SearchProtocolHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,2460,"1472058912.000",we8105desk,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"C:\Windows\System32\wscript.exe","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,4324,"1472058912.000",we8105desk,851BD390BF559E702B8323062DBEB251D9F2F6F7
"C:\Windows\System32\dllhost.exe","C:\Windows\System32\svchost.exe",708,984,"1472058912.000",we8105desk,E977B87698C3E595D55827665E22FBF788DD3F9F
"C:\Program Files (x86)\Internet Explorer\iexplore.exe","C:\Program Files (x86)\Internet Explorer\iexplore.exe",2404,532,"1472058912.000",we8105desk,1962888198AE972CBB999D0DC9C9EE5CBABF5E0D
"C:\Windows\System32\notepad.exe","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,1936,"1472058911.000",we8105desk,7EB0139D2175739B3CCB0D1110067820BE6ABD29
"C:\Program Files (x86)\Internet Explorer\iexplore.exe","C:\Program Files (x86)\Internet Explorer\iexplore.exe",2404,4544,"1472058911.000",we8105desk,1962888198AE972CBB999D0DC9C9EE5CBABF5E0D
"C:\Program Files (x86)\Internet Explorer\iexplore.exe","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,2404,"1472058911.000",we8105desk,1962888198AE972CBB999D0DC9C9EE5CBABF5E0D
"C:\Windows\System32\SearchFilterHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,4440,"1472058863.000",we8105desk,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"C:\Windows\System32\SearchProtocolHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,4752,"1472058863.000",we8105desk,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"C:\Windows\System32\SearchFilterHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,4760,"1472058767.000",we8105desk,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"C:\Windows\System32\SearchProtocolHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,952,"1472058767.000",we8105desk,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"C:\Windows\System32\dllhost.exe","C:\Windows\System32\svchost.exe",708,4592,"1472058735.000",we8105desk,E977B87698C3E595D55827665E22FBF788DD3F9F
"C:\Windows\System32\dllhost.exe","C:\Windows\System32\svchost.exe",708,3664,"1472058726.000",we8105desk,E977B87698C3E595D55827665E22FBF788DD3F9F
"C:\Windows\SysWOW64\dllhost.exe","C:\Windows\System32\svchost.exe",708,4316,"1472058714.000",we8105desk,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"C:\Windows\explorer.exe","C:\Windows\explorer.exe",3496,2296,"1472058714.000",we8105desk,4583DAF9442880204730FB2C8A060430640494B1
"C:\Windows\System32\taskhost.exe","C:\Windows\System32\services.exe",592,3216,"1472058711.000",we8105desk,61478D71931FB3E304BC341236AB0DB1D6C26E09
"C:\Windows\System32\SearchFilterHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,912,"1472058601.000",we8105desk,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"C:\Windows\System32\SearchProtocolHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,4812,"1472058601.000",we8105desk,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"C:\Windows\System32\SearchFilterHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,4216,"1472058527.000",we8105desk,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"C:\Windows\System32\SearchProtocolHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,4572,"1472058527.000",we8105desk,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"C:\Windows\System32\SearchFilterHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,4228,"1472058406.000",we8105desk,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"C:\Windows\System32\SearchProtocolHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,680,"1472058406.000",we8105desk,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"C:\Windows\System32\dllhost.exe","C:\Windows\System32\svchost.exe",708,3992,"1472058399.000",we8105desk,E977B87698C3E595D55827665E22FBF788DD3F9F
"C:\Windows\System32\dllhost.exe","C:\Windows\System32\svchost.exe",708,3152,"1472058391.000",we8105desk,E977B87698C3E595D55827665E22FBF788DD3F9F
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",708,3828,"1472058365.000",we8105desk,9F5A4796B58D8B104A1C0F5A63DAF0032B947966
"C:\Windows\System32\dllhost.exe","C:\Windows\System32\svchost.exe",708,3804,"1472058361.000",we8105desk,E977B87698C3E595D55827665E22FBF788DD3F9F
"C:\Windows\System32\dllhost.exe","C:\Windows\System32\svchost.exe",708,3992,"1472058353.000",we8105desk,E977B87698C3E595D55827665E22FBF788DD3F9F
"C:\Windows\System32\dllhost.exe","C:\Windows\System32\svchost.exe",708,2212,"1472058347.000",we8105desk,E977B87698C3E595D55827665E22FBF788DD3F9F
"C:\Windows\SysWOW64\dllhost.exe","C:\Windows\System32\svchost.exe",708,3884,"1472058333.000",we8105desk,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"C:\Windows\System32\dllhost.exe","C:\Windows\System32\svchost.exe",708,4920,"1472058319.000",we8105desk,E977B87698C3E595D55827665E22FBF788DD3F9F
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",512,2672,"1472058317.000",we1149srv,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",512,1456,"1472058315.000",we1149srv,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"C:\Windows\System32\dllhost.exe","C:\Windows\System32\svchost.exe",708,2228,"1472058303.000",we8105desk,E977B87698C3E595D55827665E22FBF788DD3F9F
"C:\Windows\System32\dllhost.exe","C:\Windows\System32\svchost.exe",708,5072,"1472058295.000",we8105desk,E977B87698C3E595D55827665E22FBF788DD3F9F
"C:\Windows\SysWOW64\dllhost.exe","C:\Windows\System32\svchost.exe",708,5068,"1472058293.000",we8105desk,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"C:\Windows\System32\dllhost.exe","C:\Windows\System32\svchost.exe",708,1136,"1472058273.000",we8105desk,E977B87698C3E595D55827665E22FBF788DD3F9F
"C:\Windows\SysWOW64\dllhost.exe","C:\Windows\System32\svchost.exe",708,3968,"1472058273.000",we8105desk,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"C:\Windows\System32\SearchFilterHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,4952,"1472058271.000",we8105desk,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"C:\Windows\System32\SearchProtocolHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,4412,"1472058271.000",we8105desk,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"C:\Windows\System32\audiodg.exe","C:\Windows\System32\svchost.exe",860,1276,"1472058156.000",we8105desk,F033FD30AACD0183BFC30861891A92B56AC2468B
"C:\Windows\System32\rundll32.exe","C:\Windows\System32\svchost.exe",708,1280,"1472058156.000",we8105desk,963B55ACC8C566876364716D5AAFA353995812A8
"C:\Windows\System32\DeviceDisplayObjectProvider.exe","C:\Windows\System32\svchost.exe",708,4756,"1472058149.000",we8105desk,72E98687A8D28614E2131C300403C2822856E865
"C:\Windows\System32\DeviceDisplayObjectProvider.exe","C:\Windows\System32\svchost.exe",708,3816,"1472058135.000",we8105desk,72E98687A8D28614E2131C300403C2822856E865
"C:\Windows\System32\SearchFilterHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,4152,"1472057815.000",we8105desk,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"C:\Windows\System32\SearchProtocolHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,4160,"1472057815.000",we8105desk,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"C:\Program Files (x86)\Internet Explorer\iexplore.exe","C:\Program Files (x86)\Internet Explorer\iexplore.exe",4576,4520,"1472057814.000",we8105desk,1962888198AE972CBB999D0DC9C9EE5CBABF5E0D
"C:\Program Files (x86)\Internet Explorer\iexplore.exe","C:\Windows\System32\rundll32.exe",4928,4576,"1472057811.000",we8105desk,1962888198AE972CBB999D0DC9C9EE5CBABF5E0D
"C:\Windows\System32\rundll32.exe","C:\Windows\explorer.exe",3496,4928,"1472057807.000",we8105desk,963B55ACC8C566876364716D5AAFA353995812A8
"C:\Windows\System32\dllhost.exe","C:\Windows\System32\svchost.exe",708,4860,"1472057806.000",we8105desk,E977B87698C3E595D55827665E22FBF788DD3F9F
"C:\Windows\SysWOW64\dllhost.exe","C:\Windows\System32\svchost.exe",708,4836,"1472057803.000",we8105desk,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"C:\Windows\SysWOW64\dllhost.exe","C:\Windows\System32\svchost.exe",708,3776,"1472057789.000",we8105desk,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"C:\Windows\explorer.exe","C:\Windows\explorer.exe",3496,3508,"1472057779.000",we8105desk,4583DAF9442880204730FB2C8A060430640494B1
"C:\Windows\System32\audiodg.exe","C:\Windows\System32\svchost.exe",860,4888,"1472057771.000",we8105desk,F033FD30AACD0183BFC30861891A92B56AC2468B
"C:\Windows\SysWOW64\dllhost.exe","C:\Windows\System32\svchost.exe",708,3216,"1472057769.000",we8105desk,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"C:\Windows\explorer.exe","C:\Windows\explorer.exe",3496,1000,"1472057768.000",we8105desk,4583DAF9442880204730FB2C8A060430640494B1
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",512,1044,"1472057717.000",we1149srv,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",512,3740,"1472057715.000",we1149srv,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"C:\Windows\System32\slui.exe","C:\Windows\System32\svchost.exe",708,912,"1472057619.000",we8105desk,ED37FDB169BB539271C117D3E8A5F14FD8DF1C0D
"C:\Windows\System32\wbem\WmiPrvSE.exe","C:\Windows\System32\svchost.exe",708,4984,"1472057465.000",we8105desk,9F5A4796B58D8B104A1C0F5A63DAF0032B947966
"C:\Windows\System32\SearchFilterHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,4544,"1472057382.000",we8105desk,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"C:\Windows\System32\SearchProtocolHost.exe","C:\Windows\System32\SearchIndexer.exe",3280,4520,"1472057382.000",we8105desk,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"C:\Windows\System32\conhost.exe","C:\Windows\System32\csrss.exe",544,2032,"1472057364.000",we8105desk,680DEC0F8907F4B8911FBE2AA5F2FD25425BE0B0
