"USER_ID","USER_NAME",peergroup
0053300000B3233,user51,"user110|user121|user197|user20|user32|user339|user407|user481|user51|user67|user673|user727|user80"
0053300000B3239,user52,"user131|user198|user219|user323|user52|user535|user687|user69|user699"
0053300000B323J,user53,"user270|user365|user414|user43|user513|user528|user53|user564|user57|user588|user605|user670|user706|user81"
0053300000B323K,user54,"user152|user183|user245|user322|user54|user546|user550|user89"
0053300000B324K,user55,"user105|user120|user310|user399|user480|user55|user671|user691|user740|user85"
0053300000B3251,user56,"user126|user162|user169|user21|user249|user462|user556|user56|user647|user695|user710"
0053300000B3253,user57,"user270|user365|user414|user43|user513|user528|user53|user564|user57|user588|user605|user670|user706|user81"
0053300000B3273,user58,"user191|user203|user216|user327|user362|user455|user468|user554|user58|user613"
0053300000B327B,user59,"user300|user558|user59|user608|user668"
0053300000B327J,user60,"user15|user391|user452|user505|user589|user595|user60|user616|user625|user630|user82"
0053300000B3291,user61,"user180|user190|user224|user282|user301|user538|user563|user61|user753"
0053300000B3292,user62,"user363|user384|user394|user395|user396|user446|user584|user62|user661|user692|user707|user737|user750|user8|user9"
0053300000B3299,user63,"user188|user192|user213|user305|user309|user324|user360|user39|user461|user488|user614|user63|user68|user682|user99"
0053300000B32B0,user64,"user163|user208|user292|user344|user385|user425|user477|user48|user511|user519|user585|user599|user64|user645|user723|user744|user84"
0053300000B32B2,user65,"user174|user186|user334|user367|user380|user530|user593|user621|user65|user669|user702"
0053300000B32B3,user66,"user140|user209|user218|user29|user297|user428|user520|user572|user66|user700|user728|user94"
0053300000B32B7,user67,"user110|user121|user197|user20|user32|user339|user407|user481|user51|user67|user673|user727|user80"
0053300000B32BB,user68,"user188|user192|user213|user305|user309|user324|user360|user39|user461|user488|user614|user63|user68|user682|user99"
0053300000B32BG,user69,"user131|user198|user219|user323|user52|user535|user687|user69|user699"
0053300000B32BK,user70,"user346|user579|user660|user681|user70"
0053300000B32K0,user71,"user137|user239|user256|user281|user291|user330|user383|user473|user495|user504|user516|user542|user624|user650|user71|user743"
0053300000B32K3,user72,"user204|user22|user350|user351|user430|user444|user578|user587|user603|user619|user637|user7|user708|user72"
0053300000B32KJ,user73,"user143|user168|user170|user173|user242|user26|user28|user326|user397|user44|user474|user541|user73"
0053300000B32KK,user74,"user187|user226|user278|user335|user376|user464|user490|user568|user74|user92"
0053300000B3305,user75,"user1|user157|user347|user401|user403|user448|user484|user643|user672|user75"
0053300000B3307,user76,"user107|user109|user141|user160|user206|user302|user342|user436|user441|user49|user514|user561|user712|user76"
0053300000B3309,user77,"user214|user262|user266|user415|user447|user517|user529|user680|user716|user726|user77"
0053300000B3310,user78,"user151|user193|user258|user263|user294|user325|user373|user404|user416|user527|user657|user689|user78"
0053300000B3312,user79,"user101|user103|user153|user210|user331|user4|user501|user632|user639|user649|user679|user732|user79"
0053300000B3313,user80,"user110|user121|user197|user20|user32|user339|user407|user481|user51|user67|user673|user727|user80"
0053300000B3315,user81,"user270|user365|user414|user43|user513|user528|user53|user564|user57|user588|user605|user670|user706|user81"
0053300000B3317,user82,"user15|user391|user452|user505|user589|user595|user60|user616|user625|user630|user82"
0053300000B3319,user83,"user164|user246|user277|user340|user375|user410|user440|user450|user499|user536|user606|user685|user83"
0053300000B331B,user84,"user163|user208|user292|user344|user385|user425|user477|user48|user511|user519|user585|user599|user64|user645|user723|user744|user84"
0053300000B3327,user85,"user105|user120|user310|user399|user480|user55|user671|user691|user740|user85"
0053300000B3332,user86,"user267|user290|user442|user46|user483|user562|user618|user666|user686|user696|user729|user745|user86"
0053300000B333B,user87,"user125|user276|user296|user341|user354|user636|user641|user659|user678|user684|user734|user87"
0053300000B333G,user88,"user149|user156|user172|user254|user356|user518|user531|user548|user582|user749|user88"
0053300000B333K,user89,"user152|user183|user245|user322|user54|user546|user550|user89"
0053300000B3341,user90,"user261|user352|user353|user378|user409|user524|user532|user540|user594|user651|user739|user90"
0053300000B3343,user91,"user364|user486|user492|user612|user642|user751|user91"
0053300000B334B,user92,"user187|user226|user278|user335|user376|user464|user490|user568|user74|user92"
0053300000B3370,user93,"user299|user454|user667|user93"
0053300000B3393,user94,"user140|user209|user218|user29|user297|user428|user520|user572|user66|user700|user728|user94"
0053300000B3397,user95,"user129|user27|user293|user382|user387|user417|user439|user470|user638|user748|user754|user95"
0053300000B339J,user96,"user16|user167|user185|user247|user288|user370|user5|user607|user617|user96"
0053300000B33B2,user97,"user11|user228|user275|user333|user361|user435|user437|user453|user496|user543|user557|user663|user97"
0053300000B33B7,user98,"user102|user181|user230|user235|user289|user316|user320|user398|user456|user600|user658|user725|user98"
0053300000B33B9,user99,"user188|user192|user213|user305|user309|user324|user360|user39|user461|user488|user614|user63|user68|user682|user99"
0053300000B33BB,user100,"user100|user114|user118|user227|user25|user264|user33|user502|user555"
0053300000B33G3,user101,"user101|user103|user153|user210|user331|user4|user501|user632|user639|user649|user679|user732|user79"
0053300000B33K0,user102,"user102|user181|user230|user235|user289|user316|user320|user398|user456|user600|user658|user725|user98"
0053300000B33K1,user103,"user101|user103|user153|user210|user331|user4|user501|user632|user639|user649|user679|user732|user79"
0053300000B33K5,user104,"user104|user154|user166|user205|user207|user285|user355|user421|user465|user534|user623|user690"
0053300000B3421,user105,"user105|user120|user310|user399|user480|user55|user671|user691|user740|user85"
0053300000B343K,user106,"user106|user130|user142|user24|user408|user45|user533|user620|user720"
0053300000B34B2,user107,"user107|user109|user141|user160|user206|user302|user342|user436|user441|user49|user514|user561|user712|user76"
0053300000B3705,user108,"user108|user222|user259|user287|user37|user433|user475|user675|user718|user731|user733"
0053300000B371B,user109,"user107|user109|user141|user160|user206|user302|user342|user436|user441|user49|user514|user561|user712|user76"
0053300000B3723,user110,"user110|user121|user197|user20|user32|user339|user407|user481|user51|user67|user673|user727|user80"
0053300000B3753,user111,"user111|user133|user237|user295|user3|user329|user445|user459|user653|user654|user656|user676|user704"
0053300000B375J,user112,"user112|user17|user202|user233|user269|user313|user319|user377|user451|user457|user570"
0053300000B375K,user113,"user113|user171|user2|user251|user304|user306|user314|user478|user539|user552|user591|user628"
0053300000B37B2,user114,"user100|user114|user118|user227|user25|user264|user33|user502|user555"
0053300000B37B3,user115,"user115|user124|user199|user255|user279|user307|user312|user345|user357|user503|user506|user509|user565|user615|user713"
0053300000B37B9,user116,"user116|user176|user19|user229|user308|user432|user479|user580|user633"
0053300000B37BJ,user117,"user117|user30|user371|user381|user521"
0053300000B3901,user118,"user100|user114|user118|user227|user25|user264|user33|user502|user555"
0053300000B3902,user119,"user119|user231|user280|user321|user392"
0053300000B3903,user120,"user105|user120|user310|user399|user480|user55|user671|user691|user740|user85"
0053300000B3920,user121,"user110|user121|user197|user20|user32|user339|user407|user481|user51|user67|user673|user727|user80"
0053300000B392K,user122,"user122|user147|user175|user328|user359|user586|user622|user631|user662|user730"
0053300000B3973,user123,"user123|user145|user250|user253|user36|user402|user458|user471|user485|user523|user574|user664|user665|user674|user714|user755"
0053300000B397B,user124,"user115|user124|user199|user255|user279|user307|user312|user345|user357|user503|user506|user509|user565|user615|user713"
0053300000B399B,user125,"user125|user276|user296|user341|user354|user636|user641|user659|user678|user684|user734|user87"
0053300000B39B3,user126,"user126|user162|user169|user21|user249|user462|user556|user56|user647|user695|user710"
0053300000B39BB,user127,"user127|user348|user35|user413|user498|user500|user592|user596|user646|user741"
0053300000B39BK,user128,"user128|user196|user273|user31|user491|user50|user545"
0053300000B39K0,user129,"user129|user27|user293|user382|user387|user417|user439|user470|user638|user748|user754|user95"
0053300000B3A23,user130,"user106|user130|user142|user24|user408|user45|user533|user620|user720"
0053300000B3A27,user131,"user131|user198|user219|user323|user52|user535|user687|user69|user699"
0053300000B3A33,user132,"user132|user284|user343|user374|user47|user476|user577|user598"
0053300000B3A39,user133,"user111|user133|user237|user295|user3|user329|user445|user459|user653|user654|user656|user676|user704"
0053300000B3A3B,user134,"user134|user14|user178|user303|user368|user466|user537|user553|user575|user701"
0053300000B3A3K,user135,"user135|user286|user571|user697|user717|user719"
0053300000B3AB9,user136,"user136|user177|user336|user337|user449|user640"
0053300000B3B29,user137,"user137|user239|user256|user281|user291|user330|user383|user473|user495|user504|user516|user542|user624|user650|user71|user743"
0053300000B3B2A,user138,"user10|user138|user252|user265|user274|user34|user379|user389|user581"
0053300000B3B9J,user139,"user139|user366|user411|user507|user742"
0053300000B3BBJ,user140,"user140|user209|user218|user29|user297|user428|user520|user572|user66|user700|user728|user94"
0053300000B3BBK,user141,"user107|user109|user141|user160|user206|user302|user342|user436|user441|user49|user514|user561|user712|user76"
0053300000B3BK3,user142,"user106|user130|user142|user24|user408|user45|user533|user620|user720"
0053300000B3BKB,user143,"user143|user168|user170|user173|user242|user26|user28|user326|user397|user44|user474|user541|user73"
0053300000B3JB3,user144,"user144|user225|user236|user317|user419|user42|user487|user601|user609|user626|user677"
0053300000B3K13,user145,"user123|user145|user250|user253|user36|user402|user458|user471|user485|user523|user574|user664|user665|user674|user714|user755"
0053300000B3K27,user146,"user146|user244|user283|user298|user349|user423"
0053300000B3K32,user147,"user122|user147|user175|user328|user359|user586|user622|user631|user662|user730"
0053300000B3K3A,user148,"user148|user489|user508|user551"
0053300000B3K7B,user149,"user149|user156|user172|user254|user356|user518|user531|user548|user582|user749|user88"
0053300000B3KK1,user150,"user150|user194|user211|user223|user311|user332|user390|user526|user590|user597|user693|user705"
0053300000B7103,user151,"user151|user193|user258|user263|user294|user325|user373|user404|user416|user527|user657|user689|user78"
0053300000B7107,user152,"user152|user183|user245|user322|user54|user546|user550|user89"
0053300000B7119,user153,"user101|user103|user153|user210|user331|user4|user501|user632|user639|user649|user679|user732|user79"
0053300000B7120,user154,"user104|user154|user166|user205|user207|user285|user355|user421|user465|user534|user623|user690"
0053300000B7132,user155,"user155|user241|user422|user467|user469|user522|user634|user747"
0053300000B713B,user156,"user149|user156|user172|user254|user356|user518|user531|user548|user582|user749|user88"
0053300000B713J,user157,"user1|user157|user347|user401|user403|user448|user484|user643|user672|user75"
0053300000B713K,user158,"user158|user161|user18|user525"
0053300000B7191,user159,"user159|user200|user217|user23|user268|user318|user482|user583|user711|user722"
0053300000B71K0,user160,"user107|user109|user141|user160|user206|user302|user342|user436|user441|user49|user514|user561|user712|user76"
0053300000B71K3,user161,"user158|user161|user18|user525"
0053300000B7233,user162,"user126|user162|user169|user21|user249|user462|user556|user56|user647|user695|user710"
0053300000B7274,user163,"user163|user208|user292|user344|user385|user425|user477|user48|user511|user519|user585|user599|user64|user645|user723|user744|user84"
0053300000B727K,user164,"user164|user246|user277|user340|user375|user410|user440|user450|user499|user536|user606|user685|user83"
0053300000B7292,user165,"user165|user179|user189|user240|user272|user369|user463|user494|user497|user515|user644|user648|user735"
0053300000B729J,user166,"user104|user154|user166|user205|user207|user285|user355|user421|user465|user534|user623|user690"
0053300000B729K,user167,"user16|user167|user185|user247|user288|user370|user5|user607|user617|user96"
0053300000B72A3,user168,"user143|user168|user170|user173|user242|user26|user28|user326|user397|user44|user474|user541|user73"
0053300000B72B3,user169,"user126|user162|user169|user21|user249|user462|user556|user56|user647|user695|user710"
0053300000B72J2,user170,"user143|user168|user170|user173|user242|user26|user28|user326|user397|user44|user474|user541|user73"
0053300000B72J9,user171,"user113|user171|user2|user251|user304|user306|user314|user478|user539|user552|user591|user628"
0053300000B72KB,user172,"user149|user156|user172|user254|user356|user518|user531|user548|user582|user749|user88"
0053300000B72KJ,user173,"user143|user168|user170|user173|user242|user26|user28|user326|user397|user44|user474|user541|user73"
0053300000B7303,user174,"user174|user186|user334|user367|user380|user530|user593|user621|user65|user669|user702"
0053300000B7305,user175,"user122|user147|user175|user328|user359|user586|user622|user631|user662|user730"
0053300000B7309,user176,"user116|user176|user19|user229|user308|user432|user479|user580|user633"
0053300000B730K,user177,"user136|user177|user336|user337|user449|user640"
0053300000B7320,user178,"user134|user14|user178|user303|user368|user466|user537|user553|user575|user701"
0053300000B732B,user179,"user165|user179|user189|user240|user272|user369|user463|user494|user497|user515|user644|user648|user735"
0053300000B7331,user180,"user180|user190|user224|user282|user301|user538|user563|user61|user753"
0053300000B7332,user181,"user102|user181|user230|user235|user289|user316|user320|user398|user456|user600|user658|user725|user98"
0053300000B7333,user182,"user182|user271|user358|user386|user549|user611|user694|user715"
0053300000B7337,user183,"user152|user183|user245|user322|user54|user546|user550|user89"
0053300000B7339,user184,"user12|user184|user212|user220|user238|user315|user400|user406|user41|user412"
0053300000B733B,user185,"user16|user167|user185|user247|user288|user370|user5|user607|user617|user96"
0053300000B7394,user186,"user174|user186|user334|user367|user380|user530|user593|user621|user65|user669|user702"
0053300000B7399,user187,"user187|user226|user278|user335|user376|user464|user490|user568|user74|user92"
0053300000B73B2,user188,"user188|user192|user213|user305|user309|user324|user360|user39|user461|user488|user614|user63|user68|user682|user99"
0053300000B73B9,user189,"user165|user179|user189|user240|user272|user369|user463|user494|user497|user515|user644|user648|user735"
0053300000B74J9,user190,"user180|user190|user224|user282|user301|user538|user563|user61|user753"
0053300000B752A,user191,"user191|user203|user216|user327|user362|user455|user468|user554|user58|user613"
0053300000B7531,user192,"user188|user192|user213|user305|user309|user324|user360|user39|user461|user488|user614|user63|user68|user682|user99"
0053300000B7533,user193,"user151|user193|user258|user263|user294|user325|user373|user404|user416|user527|user657|user689|user78"
0053300000B7537,user194,"user150|user194|user211|user223|user311|user332|user390|user526|user590|user597|user693|user705"
0053300000B7539,user195,"user195|user257|user418|user420|user493|user6|user604|user698"
0053300000B753A,user196,"user128|user196|user273|user31|user491|user50|user545"
0053300000B753K,user197,"user110|user121|user197|user20|user32|user339|user407|user481|user51|user67|user673|user727|user80"
0053300000B7573,user198,"user131|user198|user219|user323|user52|user535|user687|user69|user699"
0053300000B7577,user199,"user115|user124|user199|user255|user279|user307|user312|user345|user357|user503|user506|user509|user565|user615|user713"
0053300000B7730,user200,"user159|user200|user217|user23|user268|user318|user482|user583|user711|user722"
0053300000B7731,user201,"user201|user248|user393|user424|user510|user512|user547|user576|user602|user610|user724|user738"
0053300000B773A,user202,"user112|user17|user202|user233|user269|user313|user319|user377|user451|user457|user570"
0053300000B77K2,user203,"user191|user203|user216|user327|user362|user455|user468|user554|user58|user613"
0053300000B77K7,user204,"user204|user22|user350|user351|user430|user444|user578|user587|user603|user619|user637|user7|user708|user72"
0053300000B77KK,user205,"user104|user154|user166|user205|user207|user285|user355|user421|user465|user534|user623|user690"
0053300000B7920,user206,"user107|user109|user141|user160|user206|user302|user342|user436|user441|user49|user514|user561|user712|user76"
0053300000B79B2,user207,"user104|user154|user166|user205|user207|user285|user355|user421|user465|user534|user623|user690"
0053300000B79B3,user208,"user163|user208|user292|user344|user385|user425|user477|user48|user511|user519|user585|user599|user64|user645|user723|user744|user84"
0053300000B79B7,user209,"user140|user209|user218|user29|user297|user428|user520|user572|user66|user700|user728|user94"
0053300000B79BG,user210,"user101|user103|user153|user210|user331|user4|user501|user632|user639|user649|user679|user732|user79"
0053300000B79K1,user211,"user150|user194|user211|user223|user311|user332|user390|user526|user590|user597|user693|user705"
0053300000B7B1K,user212,"user12|user184|user212|user220|user238|user315|user400|user406|user41|user412"
0053300000B7B34,user213,"user188|user192|user213|user305|user309|user324|user360|user39|user461|user488|user614|user63|user68|user682|user99"
0053300000B7B93,user214,"user214|user262|user266|user415|user447|user517|user529|user680|user716|user726|user77"
0053300000B7B99,user215,"user215|user243|user40|user426|user443|user472|user635|user709|user746"
0053300000B7BK9,user216,"user191|user203|user216|user327|user362|user455|user468|user554|user58|user613"
0053300000B7J13,user217,"user159|user200|user217|user23|user268|user318|user482|user583|user711|user722"
0053300000B7JB1,user218,"user140|user209|user218|user29|user297|user428|user520|user572|user66|user700|user728|user94"
0053300000B7JK0,user219,"user131|user198|user219|user323|user52|user535|user687|user69|user699"
0053300000B7K02,user220,"user12|user184|user212|user220|user238|user315|user400|user406|user41|user412"
0053300000B7K31,user221,"user221|user260|user431|user567|user627|user736"
0053300000B7K52,user222,"user108|user222|user259|user287|user37|user433|user475|user675|user718|user731|user733"
0053300000B7K57,user223,"user150|user194|user211|user223|user311|user332|user390|user526|user590|user597|user693|user705"
0053300000B7K71,user224,"user180|user190|user224|user282|user301|user538|user563|user61|user753"
0053300000B7K73,user225,"user144|user225|user236|user317|user419|user42|user487|user601|user609|user626|user677"
0053300000B7K7B,user226,"user187|user226|user278|user335|user376|user464|user490|user568|user74|user92"
0053300000B7K7J,user227,"user100|user114|user118|user227|user25|user264|user33|user502|user555"
0053300000B7KK3,user228,"user11|user228|user275|user333|user361|user435|user437|user453|user496|user543|user557|user663|user97"
0053300000B9023,user229,"user116|user176|user19|user229|user308|user432|user479|user580|user633"
0053300000B902K,user230,"user102|user181|user230|user235|user289|user316|user320|user398|user456|user600|user658|user725|user98"
0053300000B9073,user231,"user119|user231|user280|user321|user392"
0053300000B90B2,user232,"user13|user232|user38|user388|user427|user438|user560|user566|user569|user573|user688|user752"
0053300000B90BK,user233,"user112|user17|user202|user233|user269|user313|user319|user377|user451|user457|user570"
0053300000B913B,user234,"user234|user405|user429|user460|user559|user629|user683"
0053300000B9231,user235,"user102|user181|user230|user235|user289|user316|user320|user398|user456|user600|user658|user725|user98"
0053300000B9233,user236,"user144|user225|user236|user317|user419|user42|user487|user601|user609|user626|user677"
0053300000B92B2,user237,"user111|user133|user237|user295|user3|user329|user445|user459|user653|user654|user656|user676|user704"
0053300000B9373,user238,"user12|user184|user212|user220|user238|user315|user400|user406|user41|user412"
0053300000B9732,user239,"user137|user239|user256|user281|user291|user330|user383|user473|user495|user504|user516|user542|user624|user650|user71|user743"
0053300000B9921,user240,"user165|user179|user189|user240|user272|user369|user463|user494|user497|user515|user644|user648|user735"
0053300000B9B0J,user241,"user155|user241|user422|user467|user469|user522|user634|user747"
0053300000B9B14,user242,"user143|user168|user170|user173|user242|user26|user28|user326|user397|user44|user474|user541|user73"
0053300000B9B1K,user243,"user215|user243|user40|user426|user443|user472|user635|user709|user746"
0053300000B9B22,user244,"user146|user244|user283|user298|user349|user423"
0053300000B9B23,user245,"user152|user183|user245|user322|user54|user546|user550|user89"
0053300000B9B27,user246,"user164|user246|user277|user340|user375|user410|user440|user450|user499|user536|user606|user685|user83"
0053300000B9B32,user247,"user16|user167|user185|user247|user288|user370|user5|user607|user617|user96"
0053300000B9B53,user248,"user201|user248|user393|user424|user510|user512|user547|user576|user602|user610|user724|user738"
0053300000B9B92,user249,"user126|user162|user169|user21|user249|user462|user556|user56|user647|user695|user710"
0053300000B9K3B,user250,"user123|user145|user250|user253|user36|user402|user458|user471|user485|user523|user574|user664|user665|user674|user714|user755"
0053300000B9KJ3,user251,"user113|user171|user2|user251|user304|user306|user314|user478|user539|user552|user591|user628"
0053300000BB033,user252,"user10|user138|user252|user265|user274|user34|user379|user389|user581"
0053300000BB03B,user253,"user123|user145|user250|user253|user36|user402|user458|user471|user485|user523|user574|user664|user665|user674|user714|user755"
0053300000BB07K,user254,"user149|user156|user172|user254|user356|user518|user531|user548|user582|user749|user88"
0053300000BB0J7,user255,"user115|user124|user199|user255|user279|user307|user312|user345|user357|user503|user506|user509|user565|user615|user713"
0053300000BB172,user256,"user137|user239|user256|user281|user291|user330|user383|user473|user495|user504|user516|user542|user624|user650|user71|user743"
0053300000BB213,user257,"user195|user257|user418|user420|user493|user6|user604|user698"
0053300000BB254,user258,"user151|user193|user258|user263|user294|user325|user373|user404|user416|user527|user657|user689|user78"
0053300000BB273,user259,"user108|user222|user259|user287|user37|user433|user475|user675|user718|user731|user733"
0053300000BB313,user260,"user221|user260|user431|user567|user627|user736"
0053300000BB321,user261,"user261|user352|user353|user378|user409|user524|user532|user540|user594|user651|user739|user90"
0053300000BB327,user262,"user214|user262|user266|user415|user447|user517|user529|user680|user716|user726|user77"
0053300000BB331,user263,"user151|user193|user258|user263|user294|user325|user373|user404|user416|user527|user657|user689|user78"
0053300000BB33G,user264,"user100|user114|user118|user227|user25|user264|user33|user502|user555"
0053300000BB373,user265,"user10|user138|user252|user265|user274|user34|user379|user389|user581"
0053300000BB39K,user266,"user214|user262|user266|user415|user447|user517|user529|user680|user716|user726|user77"
0053300000BB3B7,user267,"user267|user290|user442|user46|user483|user562|user618|user666|user686|user696|user729|user745|user86"
0053300000BB3BB,user268,"user159|user200|user217|user23|user268|user318|user482|user583|user711|user722"
0053300000BB3G1,user269,"user112|user17|user202|user233|user269|user313|user319|user377|user451|user457|user570"
0053300000BB3JK,user270,"user270|user365|user414|user43|user513|user528|user53|user564|user57|user588|user605|user670|user706|user81"
0053300000BB40B,user271,"user182|user271|user358|user386|user549|user611|user694|user715"
0053300000BB5G2,user272,"user165|user179|user189|user240|user272|user369|user463|user494|user497|user515|user644|user648|user735"
0053300000BB779,user273,"user128|user196|user273|user31|user491|user50|user545"
0053300000BB991,user274,"user10|user138|user252|user265|user274|user34|user379|user389|user581"
0053300000BB9A9,user275,"user11|user228|user275|user333|user361|user435|user437|user453|user496|user543|user557|user663|user97"
0053300000BB9K1,user276,"user125|user276|user296|user341|user354|user636|user641|user659|user678|user684|user734|user87"
0053300000BBB0K,user277,"user164|user246|user277|user340|user375|user410|user440|user450|user499|user536|user606|user685|user83"
0053300000BBB37,user278,"user187|user226|user278|user335|user376|user464|user490|user568|user74|user92"
0053300000BBBJ3,user279,"user115|user124|user199|user255|user279|user307|user312|user345|user357|user503|user506|user509|user565|user615|user713"
0053300000BBGKJ,user280,"user119|user231|user280|user321|user392"
0053300000BBJ7B,user281,"user137|user239|user256|user281|user291|user330|user383|user473|user495|user504|user516|user542|user624|user650|user71|user743"
0053300000BBK32,user282,"user180|user190|user224|user282|user301|user538|user563|user61|user753"
0053300000BBK37,user283,"user146|user244|user283|user298|user349|user423"
0053300000BBK3B,user284,"user132|user284|user343|user374|user47|user476|user577|user598"
0053300000BBK70,user285,"user104|user154|user166|user205|user207|user285|user355|user421|user465|user534|user623|user690"
