"_time",host,Image,ProcessId,ParentImage,ParentProcessId,sha1
"2016-08-24T18:03:00.000+0000",we8105desk,"C:\Windows\SysWOW64\dllhost.exe",4608,"C:\Windows\System32\svchost.exe",708,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"2016-08-24T17:55:17.000+0000",we1149srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",3824,"C:\Windows\System32\svchost.exe",512,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T17:55:15.000+0000",we1149srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",2108,"C:\Windows\System32\svchost.exe",512,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T17:51:05.000+0000",we8105desk,"C:\Windows\System32\wbem\WmiPrvSE.exe",5096,"C:\Windows\System32\svchost.exe",708,9F5A4796B58D8B104A1C0F5A63DAF0032B947966
"2016-08-24T17:45:17.000+0000",we1149srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",972,"C:\Windows\System32\svchost.exe",512,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T17:45:15.000+0000",we1149srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",4056,"C:\Windows\System32\svchost.exe",512,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T17:39:35.000+0000",we8105desk,"C:\Windows\System32\SearchFilterHost.exe",4664,"C:\Windows\System32\SearchIndexer.exe",3280,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"2016-08-24T17:39:35.000+0000",we8105desk,"C:\Windows\System32\SearchProtocolHost.exe",4416,"C:\Windows\System32\SearchIndexer.exe",3280,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"2016-08-24T17:36:52.000+0000",we8105desk,"C:\Windows\System32\SearchFilterHost.exe",3968,"C:\Windows\System32\SearchIndexer.exe",3280,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"2016-08-24T17:36:52.000+0000",we8105desk,"C:\Windows\System32\SearchProtocolHost.exe",4624,"C:\Windows\System32\SearchIndexer.exe",3280,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"2016-08-24T17:36:05.000+0000",we8105desk,"C:\Windows\System32\wbem\WmiPrvSE.exe",5012,"C:\Windows\System32\svchost.exe",708,9F5A4796B58D8B104A1C0F5A63DAF0032B947966
"2016-08-24T17:35:17.000+0000",we1149srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",3988,"C:\Windows\System32\svchost.exe",512,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T17:35:15.000+0000",we1149srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",1292,"C:\Windows\System32\svchost.exe",512,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T17:28:43.000+0000",we8105desk,"C:\Windows\SysWOW64\dllhost.exe",4772,"C:\Windows\System32\svchost.exe",708,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"2016-08-24T17:27:21.000+0000",we8105desk,"C:\Windows\SysWOW64\dllhost.exe",4700,"C:\Windows\System32\svchost.exe",708,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"2016-08-24T17:25:17.000+0000",we1149srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",2628,"C:\Windows\System32\svchost.exe",512,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T17:25:15.000+0000",we1149srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",80,"C:\Windows\System32\svchost.exe",512,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T17:21:05.000+0000",we8105desk,"C:\Windows\System32\wbem\WmiPrvSE.exe",4228,"C:\Windows\System32\svchost.exe",708,9F5A4796B58D8B104A1C0F5A63DAF0032B947966
"2016-08-24T17:18:10.000+0000",we8105desk,"C:\Windows\System32\SearchFilterHost.exe",4924,"C:\Windows\System32\SearchIndexer.exe",3280,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"2016-08-24T17:18:10.000+0000",we8105desk,"C:\Windows\System32\SearchProtocolHost.exe",820,"C:\Windows\System32\SearchIndexer.exe",3280,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"2016-08-24T17:15:29.000+0000",we8105desk,"C:\Windows\System32\wbem\WmiPrvSE.exe",164,"C:\Windows\System32\svchost.exe",708,9F5A4796B58D8B104A1C0F5A63DAF0032B947966
"2016-08-24T17:15:29.000+0000",we8105desk,"C:\Windows\System32\conhost.exe",3844,"C:\Windows\System32\csrss.exe",544,680DEC0F8907F4B8911FBE2AA5F2FD25425BE0B0
"2016-08-24T17:15:17.000+0000",we1149srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",80,"C:\Windows\System32\svchost.exe",512,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T17:15:15.000+0000",we1149srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",2500,"C:\Windows\System32\svchost.exe",512,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T17:15:13.000+0000",we8105desk,"C:\Windows\SysWOW64\dllhost.exe",4712,"C:\Windows\System32\svchost.exe",708,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"2016-08-24T17:15:12.000+0000",we8105desk,"C:\Windows\System32\SearchProtocolHost.exe",2460,"C:\Windows\System32\SearchIndexer.exe",3280,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"2016-08-24T17:15:12.000+0000",we8105desk,"C:\Windows\System32\dllhost.exe",984,"C:\Windows\System32\svchost.exe",708,E977B87698C3E595D55827665E22FBF788DD3F9F
"2016-08-24T17:15:12.000+0000",we8105desk,"C:\Program Files (x86)\Internet Explorer\iexplore.exe",532,"C:\Program Files (x86)\Internet Explorer\iexplore.exe",2404,1962888198AE972CBB999D0DC9C9EE5CBABF5E0D
"2016-08-24T17:15:11.000+0000",we8105desk,"C:\Program Files (x86)\Internet Explorer\iexplore.exe",4544,"C:\Program Files (x86)\Internet Explorer\iexplore.exe",2404,1962888198AE972CBB999D0DC9C9EE5CBABF5E0D
"2016-08-24T17:14:23.000+0000",we8105desk,"C:\Windows\System32\SearchFilterHost.exe",4440,"C:\Windows\System32\SearchIndexer.exe",3280,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"2016-08-24T17:14:23.000+0000",we8105desk,"C:\Windows\System32\SearchProtocolHost.exe",4752,"C:\Windows\System32\SearchIndexer.exe",3280,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"2016-08-24T17:12:47.000+0000",we8105desk,"C:\Windows\System32\SearchFilterHost.exe",4760,"C:\Windows\System32\SearchIndexer.exe",3280,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"2016-08-24T17:12:47.000+0000",we8105desk,"C:\Windows\System32\SearchProtocolHost.exe",952,"C:\Windows\System32\SearchIndexer.exe",3280,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"2016-08-24T17:12:15.000+0000",we8105desk,"C:\Windows\System32\dllhost.exe",4592,"C:\Windows\System32\svchost.exe",708,E977B87698C3E595D55827665E22FBF788DD3F9F
"2016-08-24T17:12:06.000+0000",we8105desk,"C:\Windows\System32\dllhost.exe",3664,"C:\Windows\System32\svchost.exe",708,E977B87698C3E595D55827665E22FBF788DD3F9F
"2016-08-24T17:11:54.000+0000",we8105desk,"C:\Windows\SysWOW64\dllhost.exe",4316,"C:\Windows\System32\svchost.exe",708,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"2016-08-24T17:11:54.000+0000",we8105desk,"C:\Windows\explorer.exe",2296,"C:\Windows\explorer.exe",3496,4583DAF9442880204730FB2C8A060430640494B1
"2016-08-24T17:11:51.000+0000",we8105desk,"C:\Windows\System32\taskhost.exe",3216,"C:\Windows\System32\services.exe",592,61478D71931FB3E304BC341236AB0DB1D6C26E09
"2016-08-24T17:10:01.000+0000",we8105desk,"C:\Windows\System32\SearchFilterHost.exe",912,"C:\Windows\System32\SearchIndexer.exe",3280,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"2016-08-24T17:10:01.000+0000",we8105desk,"C:\Windows\System32\SearchProtocolHost.exe",4812,"C:\Windows\System32\SearchIndexer.exe",3280,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"2016-08-24T17:08:47.000+0000",we8105desk,"C:\Windows\System32\SearchFilterHost.exe",4216,"C:\Windows\System32\SearchIndexer.exe",3280,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"2016-08-24T17:08:47.000+0000",we8105desk,"C:\Windows\System32\SearchProtocolHost.exe",4572,"C:\Windows\System32\SearchIndexer.exe",3280,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"2016-08-24T17:06:46.000+0000",we8105desk,"C:\Windows\System32\SearchFilterHost.exe",4228,"C:\Windows\System32\SearchIndexer.exe",3280,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"2016-08-24T17:06:46.000+0000",we8105desk,"C:\Windows\System32\SearchProtocolHost.exe",680,"C:\Windows\System32\SearchIndexer.exe",3280,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"2016-08-24T17:06:39.000+0000",we8105desk,"C:\Windows\System32\dllhost.exe",3992,"C:\Windows\System32\svchost.exe",708,E977B87698C3E595D55827665E22FBF788DD3F9F
"2016-08-24T17:06:31.000+0000",we8105desk,"C:\Windows\System32\dllhost.exe",3152,"C:\Windows\System32\svchost.exe",708,E977B87698C3E595D55827665E22FBF788DD3F9F
"2016-08-24T17:06:01.000+0000",we8105desk,"C:\Windows\System32\dllhost.exe",3804,"C:\Windows\System32\svchost.exe",708,E977B87698C3E595D55827665E22FBF788DD3F9F
"2016-08-24T17:05:53.000+0000",we8105desk,"C:\Windows\System32\dllhost.exe",3992,"C:\Windows\System32\svchost.exe",708,E977B87698C3E595D55827665E22FBF788DD3F9F
"2016-08-24T17:05:47.000+0000",we8105desk,"C:\Windows\System32\dllhost.exe",2212,"C:\Windows\System32\svchost.exe",708,E977B87698C3E595D55827665E22FBF788DD3F9F
"2016-08-24T17:05:33.000+0000",we8105desk,"C:\Windows\SysWOW64\dllhost.exe",3884,"C:\Windows\System32\svchost.exe",708,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"2016-08-24T17:05:19.000+0000",we8105desk,"C:\Windows\System32\dllhost.exe",4920,"C:\Windows\System32\svchost.exe",708,E977B87698C3E595D55827665E22FBF788DD3F9F
"2016-08-24T17:05:17.000+0000",we1149srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",2672,"C:\Windows\System32\svchost.exe",512,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T17:05:15.000+0000",we1149srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",1456,"C:\Windows\System32\svchost.exe",512,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T17:05:03.000+0000",we8105desk,"C:\Windows\System32\dllhost.exe",2228,"C:\Windows\System32\svchost.exe",708,E977B87698C3E595D55827665E22FBF788DD3F9F
"2016-08-24T17:04:55.000+0000",we8105desk,"C:\Windows\System32\dllhost.exe",5072,"C:\Windows\System32\svchost.exe",708,E977B87698C3E595D55827665E22FBF788DD3F9F
"2016-08-24T17:04:53.000+0000",we8105desk,"C:\Windows\SysWOW64\dllhost.exe",5068,"C:\Windows\System32\svchost.exe",708,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"2016-08-24T17:04:33.000+0000",we8105desk,"C:\Windows\System32\dllhost.exe",1136,"C:\Windows\System32\svchost.exe",708,E977B87698C3E595D55827665E22FBF788DD3F9F
"2016-08-24T17:04:33.000+0000",we8105desk,"C:\Windows\SysWOW64\dllhost.exe",3968,"C:\Windows\System32\svchost.exe",708,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"2016-08-24T17:04:31.000+0000",we8105desk,"C:\Windows\System32\SearchFilterHost.exe",4952,"C:\Windows\System32\SearchIndexer.exe",3280,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"2016-08-24T17:04:31.000+0000",we8105desk,"C:\Windows\System32\SearchProtocolHost.exe",4412,"C:\Windows\System32\SearchIndexer.exe",3280,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"2016-08-24T17:02:36.000+0000",we8105desk,"C:\Windows\System32\audiodg.exe",1276,"C:\Windows\System32\svchost.exe",860,F033FD30AACD0183BFC30861891A92B56AC2468B
"2016-08-24T17:02:36.000+0000",we8105desk,"C:\Windows\System32\rundll32.exe",1280,"C:\Windows\System32\svchost.exe",708,963B55ACC8C566876364716D5AAFA353995812A8
"2016-08-24T17:02:29.000+0000",we8105desk,"C:\Windows\System32\DeviceDisplayObjectProvider.exe",4756,"C:\Windows\System32\svchost.exe",708,72E98687A8D28614E2131C300403C2822856E865
"2016-08-24T17:02:15.000+0000",we8105desk,"C:\Windows\System32\DeviceDisplayObjectProvider.exe",3816,"C:\Windows\System32\svchost.exe",708,72E98687A8D28614E2131C300403C2822856E865
"2016-08-24T16:56:55.000+0000",we8105desk,"C:\Windows\System32\SearchFilterHost.exe",4152,"C:\Windows\System32\SearchIndexer.exe",3280,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"2016-08-24T16:56:55.000+0000",we8105desk,"C:\Windows\System32\SearchProtocolHost.exe",4160,"C:\Windows\System32\SearchIndexer.exe",3280,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"2016-08-24T16:56:54.000+0000",we8105desk,"C:\Program Files (x86)\Internet Explorer\iexplore.exe",4520,"C:\Program Files (x86)\Internet Explorer\iexplore.exe",4576,1962888198AE972CBB999D0DC9C9EE5CBABF5E0D
"2016-08-24T16:56:51.000+0000",we8105desk,"C:\Program Files (x86)\Internet Explorer\iexplore.exe",4576,"C:\Windows\System32\rundll32.exe",4928,1962888198AE972CBB999D0DC9C9EE5CBABF5E0D
"2016-08-24T16:56:47.000+0000",we8105desk,"C:\Windows\System32\rundll32.exe",4928,"C:\Windows\explorer.exe",3496,963B55ACC8C566876364716D5AAFA353995812A8
"2016-08-24T16:56:46.000+0000",we8105desk,"C:\Windows\System32\dllhost.exe",4860,"C:\Windows\System32\svchost.exe",708,E977B87698C3E595D55827665E22FBF788DD3F9F
"2016-08-24T16:56:43.000+0000",we8105desk,"C:\Windows\SysWOW64\dllhost.exe",4836,"C:\Windows\System32\svchost.exe",708,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"2016-08-24T16:56:29.000+0000",we8105desk,"C:\Windows\SysWOW64\dllhost.exe",3776,"C:\Windows\System32\svchost.exe",708,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"2016-08-24T16:56:19.000+0000",we8105desk,"C:\Windows\explorer.exe",3508,"C:\Windows\explorer.exe",3496,4583DAF9442880204730FB2C8A060430640494B1
"2016-08-24T16:56:11.000+0000",we8105desk,"C:\Windows\System32\audiodg.exe",4888,"C:\Windows\System32\svchost.exe",860,F033FD30AACD0183BFC30861891A92B56AC2468B
"2016-08-24T16:56:09.000+0000",we8105desk,"C:\Windows\SysWOW64\dllhost.exe",3216,"C:\Windows\System32\svchost.exe",708,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"2016-08-24T16:56:08.000+0000",we8105desk,"C:\Windows\explorer.exe",1000,"C:\Windows\explorer.exe",3496,4583DAF9442880204730FB2C8A060430640494B1
"2016-08-24T16:55:17.000+0000",we1149srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",1044,"C:\Windows\System32\svchost.exe",512,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T16:55:15.000+0000",we1149srv,"C:\Windows\System32\wbem\WmiPrvSE.exe",3740,"C:\Windows\System32\svchost.exe",512,5A4C0E82FF95C9FB762D46A696EF9F1B68001C21
"2016-08-24T16:53:39.000+0000",we8105desk,"C:\Windows\System32\slui.exe",912,"C:\Windows\System32\svchost.exe",708,ED37FDB169BB539271C117D3E8A5F14FD8DF1C0D
"2016-08-24T16:51:05.000+0000",we8105desk,"C:\Windows\System32\wbem\WmiPrvSE.exe",4984,"C:\Windows\System32\svchost.exe",708,9F5A4796B58D8B104A1C0F5A63DAF0032B947966
"2016-08-24T16:49:42.000+0000",we8105desk,"C:\Windows\System32\SearchFilterHost.exe",4544,"C:\Windows\System32\SearchIndexer.exe",3280,904A3B130E3DB7CEA97F31CC40D64D9026FF6E41
"2016-08-24T16:49:42.000+0000",we8105desk,"C:\Windows\System32\SearchProtocolHost.exe",4520,"C:\Windows\System32\SearchIndexer.exe",3280,A8DCF7D63A8BB5ABEF8787775957A5BB6C0F3F77
"2016-08-24T16:49:24.000+0000",we8105desk,"C:\Windows\System32\conhost.exe",2032,"C:\Windows\System32\csrss.exe",544,680DEC0F8907F4B8911FBE2AA5F2FD25425BE0B0
"2016-08-24T16:49:24.000+0000",we8105desk,"C:\Windows\System32\conhost.exe",2024,"C:\Windows\System32\csrss.exe",544,680DEC0F8907F4B8911FBE2AA5F2FD25425BE0B0
"2016-08-24T16:49:23.000+0000",we8105desk,"C:\Windows\System32\conhost.exe",3372,"C:\Windows\System32\csrss.exe",544,680DEC0F8907F4B8911FBE2AA5F2FD25425BE0B0
"2016-08-24T16:49:23.000+0000",we8105desk,"C:\Windows\System32\svchost.exe",952,"C:\Windows\System32\services.exe",592,619652B42AFE5FB0E3719D7AEDA7A5494AB193E8
"2016-08-24T16:49:23.000+0000",we8105desk,"C:\Windows\System32\VSSVC.exe",3836,"C:\Windows\System32\services.exe",592,1D6F5A5DE7154B75144C6A033C36FD86FF2BBE9B
"2016-08-24T16:49:23.000+0000",we8105desk,"C:\Windows\System32\conhost.exe",972,"C:\Windows\System32\csrss.exe",544,680DEC0F8907F4B8911FBE2AA5F2FD25425BE0B0
"2016-08-24T16:49:22.000+0000",we8105desk,"C:\Windows\SysWOW64\dllhost.exe",3924,"C:\Windows\System32\svchost.exe",708,ACE762C51DB1908C858C898D7E0F9B36F788D2D9
"2016-08-24T16:49:22.000+0000",we8105desk,"C:\Windows\System32\dllhost.exe",3448,"C:\Windows\System32\svchost.exe",708,E977B87698C3E595D55827665E22FBF788DD3F9F
"2016-08-24T16:49:21.000+0000",we8105desk,"C:\Windows\System32\consent.exe",2372,"C:\Windows\System32\svchost.exe",928,6E4E720DFC424A12383F0B8194E4477E3BC346DC
