"_time",Computer,Image,ProcessId,TargetFilename,CreationUtcTime,PreviousCreationUtcTime
"2016-08-24T17:10:01.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\Office\Pro.WW\Office64WW.xml","1602-05-15 14:07:01.334","2016-08-16 16:33:24.258"
"2016-08-24T17:10:01.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\Office\Rosebud.en-us\setup.xml","1602-05-15 14:07:01.334","2016-08-16 16:33:39.312"
"2016-08-24T17:10:01.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\Office\Pro.WW\ProWW.xml","1602-05-15 14:07:01.334","2016-08-16 16:33:34.132"
"2016-08-24T17:10:01.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\Office\Proofing.en-us\Proof.es\Proof.xml","1602-05-15 14:07:01.334","2016-08-16 16:33:37.034"
"2016-08-24T17:10:01.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\Office\Word.en-us\WordMUI.xml","1602-05-15 14:07:01.334","2016-08-16 16:33:40.934"
"2016-08-24T17:10:01.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\Office\Pro.WW\setup.xml","1602-05-15 14:07:01.334","2016-08-16 16:33:34.148"
"2016-08-24T17:10:01.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\Office\Office.en-us\OfficeMUISet.xml","1602-05-15 14:07:01.334","2016-08-16 16:33:22.588"
"2016-08-24T17:10:01.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\Office\Pro.WW\config.xml","1602-05-15 14:07:01.334","2016-08-16 16:33:24.195"
"2016-08-24T17:10:01.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\Office\PowerPoint.en-us\setup.xml","1602-05-15 14:07:01.334","2016-08-16 16:33:24.180"
"2016-08-24T17:10:01.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\Office\Proofing.en-us\Proof.fr\Proof.xml","1602-05-15 14:07:01.334","2016-08-16 16:33:38.438"
"2016-08-24T17:10:01.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\Office\Publisher.en-us\setup.xml","1602-05-15 14:07:01.334","2016-08-16 16:33:39.187"
"2016-08-24T17:10:01.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\Office\Rosebud.en-us\RosebudMUI.xml","1602-05-15 14:07:01.334","2016-08-16 16:33:39.312"
"2016-08-24T17:10:01.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\Office\Publisher.en-us\PublisherMUI.xml","1602-05-15 14:07:01.334","2016-08-16 16:33:38.703"
"2016-08-24T17:10:01.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\Office\Outlook.en-us\OutlookMUI.xml","1602-05-15 14:07:01.334","2016-08-16 16:33:23.493"
"2016-08-24T17:10:01.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\Office\Office64.en-us\setup.xml","1602-05-15 14:07:01.334","2016-08-16 16:33:22.776"
"2016-08-24T17:10:01.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\Office\Office.en-us\setup.xml","1602-05-15 14:07:01.334","2016-08-16 16:33:22.651"
"2016-08-24T17:10:01.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\Office\Office64.en-us\Office64MUISet.xml","1602-05-15 14:07:01.334","2016-08-16 16:33:22.744"
"2016-08-24T17:10:01.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\Office\Proofing.en-us\setup.xml","1602-05-15 14:07:01.334","2016-08-16 16:33:34.382"
"2016-08-24T17:10:01.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\Office\Office64.en-us\Office64MUI.xml","1602-05-15 14:07:01.334","2016-08-16 16:33:22.713"
"2016-08-24T17:10:01.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\Office\Excel.en-us\setup.xml","1602-05-15 14:07:01.334","2016-08-16 16:33:21.106"
"2016-08-24T17:10:01.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\Office\Proofing.en-us\Proofing.xml","1602-05-15 14:07:01.334","2016-08-16 16:33:34.242"
"2016-08-24T17:08:47.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\work_stuff\014\014819.pdf","1602-05-15 14:07:01.334","2016-08-24 15:08:37.899"
"2016-08-24T17:07:40.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\work_stuff\020\020269.jpg","1602-05-15 14:07:01.334","2016-08-24 15:08:38.040"
"2016-08-24T17:07:29.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\work_stuff\014\014575.pdf","1602-05-15 14:07:01.334","2016-08-24 15:08:37.884"
"2016-08-24T17:06:46.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\work_stuff\012\012819.html","1602-05-15 14:07:01.334","2016-08-24 15:08:37.774"
"2016-08-24T17:06:46.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\work_stuff\016\016006.html","1602-05-15 14:07:01.334","2016-08-24 15:08:37.946"
"2016-08-24T17:05:28.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\work_stuff\015\015814.html","1602-05-15 14:07:01.334","2016-08-24 15:08:37.930"
"2016-08-24T17:05:21.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Boot Camp Installation &amp; Setup Guide.pdf","1602-05-15 14:07:01.334","2016-08-16 16:32:52.792"
"2016-08-24T17:05:21.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Documentation\한국어\Boot Camp 설치 및 설정 설명서.pdf","1602-05-15 14:07:01.334","2016-08-16 16:32:53.588"
"2016-08-24T17:05:21.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\2010\Visio 2010\visio 2010.txt","1602-05-15 14:07:01.334","2016-08-16 23:38:23.336"
"2016-08-24T17:05:21.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\Default\NTUSER.DAT.LOG","1602-05-15 14:07:01.334","2009-07-14 07:07:31.056"
"2016-08-24T17:05:21.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\2010\Office 2010 Pro\Key.txt","1602-05-15 14:07:01.334","2016-08-16 23:37:42.030"
"2016-08-24T17:05:21.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Documentation\Magyar\Boot Camp Installation &amp; Setup Guide.pdf","1602-05-15 14:07:01.334","2016-08-16 16:32:53.214"
"2016-08-24T17:05:21.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\2010\Project 2010\Key.txt","1602-05-15 14:07:01.334","2016-08-16 23:37:53.183"
"2016-08-24T17:05:21.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Documentation\Deutsch\Boot Camp Installation &amp; Konfiguration.pdf","1602-05-15 14:07:01.334","2016-08-16 16:32:53.073"
"2016-08-24T17:05:21.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Documentation\Türkçe\Boot Camp Installation &amp; Setup Guide.pdf","1602-05-15 14:07:01.334","2016-08-16 16:32:53.494"
"2016-08-24T17:05:20.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Documentation\Suomi\Boot Camp Asennus- ja käyttöönotto-opas.pdf","1602-05-15 14:07:01.334","2016-08-16 16:32:53.416"
"2016-08-24T17:05:20.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Documentation\繁體中文\Boot Camp 安裝與設定指南.pdf","1602-05-15 14:07:01.334","2016-08-16 16:32:53.682"
"2016-08-24T17:05:20.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Documentation\Dansk\Boot Camp Installerings- og indstillingshåndbog.pdf","1602-05-15 14:07:01.334","2016-08-16 16:32:53.042"
"2016-08-24T17:05:20.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Documentation\Português (Portugal)\Boot Camp Manual de Instalação e Configuração.pdf","1602-05-15 14:07:01.334","2016-08-16 16:32:53.385"
"2016-08-24T17:05:20.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Documentation\Polski\Instalacja i konfigurowanie Boot Camp.pdf","1602-05-15 14:07:01.334","2016-08-16 16:32:53.307"
"2016-08-24T17:05:20.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Documentation\Italiano\Boot Camp Guida di installazione e configurazione.pdf","1602-05-15 14:07:01.334","2016-08-16 16:32:53.182"
"2016-08-24T17:05:20.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Documentation\Norsk\Boot Camp Installering og klargjøring.pdf","1602-05-15 14:07:01.334","2016-08-16 16:32:53.276"
"2016-08-24T17:05:20.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Documentation\Svenska\Boot Camp Installationshandbok.pdf","1602-05-15 14:07:01.334","2016-08-16 16:32:53.448"
"2016-08-24T17:05:20.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Documentation\Português (Brasil)\Boot Camp Guia de Instalação e Configuração.pdf","1602-05-15 14:07:01.334","2016-08-16 16:32:53.354"
"2016-08-24T17:05:20.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Documentation\Русский\Boot Camp Руководство по установке и настройке.pdf","1602-05-15 14:07:01.334","2016-08-16 16:32:53.526"
"2016-08-24T17:05:19.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Documentation\Nederlands\Boot Camp Installatie- en configuratiegids.pdf","1602-05-15 14:07:01.334","2016-08-16 16:32:53.245"
"2016-08-24T17:05:19.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Documentation\简体中文\Boot Camp 安装与设置指南.pdf","1602-05-15 14:07:01.334","2016-08-16 16:32:53.650"
"2016-08-24T17:05:19.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Documentation\日本語\Boot Camp インストールと設定ガイド.pdf","1602-05-15 14:07:01.334","2016-08-16 16:32:53.635"
"2016-08-24T17:05:19.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Documentation\Français\Boot Camp Guide d’installation et de configuration.pdf","1602-05-15 14:07:01.334","2016-08-16 16:32:53.151"
"2016-08-24T17:05:19.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Documentation\العربية\دليل الإعداد والتثبيت الخاص ببرنامج  Boot Camp.pdf","1602-05-15 14:07:01.334","2016-08-16 16:32:53.557"
"2016-08-24T17:05:19.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Documentation\Čeština\Boot Camp Installation &amp; Setup Guide.pdf","1602-05-15 14:07:01.334","2016-08-16 16:32:53.011"
"2016-08-24T17:05:19.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Documentation\Español\Boot Camp Manual de instalación y configuración.pdf","1602-05-15 14:07:01.334","2016-08-16 16:32:53.104"
"2016-08-24T17:05:19.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Drivers\Intel\Chipset\IIF2v.ini","1602-05-15 14:07:01.334","2016-08-16 16:33:16.052"
"2016-08-24T17:05:18.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Drivers\Intel\Chipset\Lang\CHIP\SVE\license.txt","1602-05-15 14:07:01.334","2016-08-16 16:33:46.425"
"2016-08-24T17:05:18.000+0000","we8105desk.waynecorpinc.local","C:\Users\bob.smith.WAYNECORPINC\AppData\Roaming\{35ACA89F-933F-6A5D-2776-A3589FB99832}\osk.exe",3588,"C:\Users\bob.smith.WAYNECORPINC\Desktop\BootCamp4for7\Drivers\Intel\Chipset\Lang\CHIP\ARA\license.txt","1602-05-15 14:07:01.334","2016-08-16 16:33:44.382"
